model,term,estimate,std.error,statistic,p.value,conf.low,conf.high
M1,(Intercept),-21.09837669546975,6.1442325854339614,-3.433850591119768,9.723344237813425e-4,-33.33831566360351,-8.858437727335993
M1,hwk_mean,14.16929800469832,3.0326281408539053,4.672283361687936,1.2829249002053436e-5,8.127992953015442,20.210603056381196
M2,(Intercept),-8.275053882651324,6.972859602741476,-1.1867518283887248,0.23922655387533043,-22.17519545616483,5.6250876908621805
M2,hwk_mean,7.472725741498812,3.7723203089074855,1.9809361691406884,0.05141869651840843,-0.0472573560869165,14.99270883908454
M2,regionEast Asia,8.041018082766941,4.189498774032708,1.9193269926719316,0.05890625498967379,-0.3105950858418378,16.392631251375718
M2,regionNordic,-16.09692779232706,4.759709821388213,-3.3819136872575655,0.0011666715783000801,-25.58523590914715,-6.608619675506974
M2,regionNon-OECD,1.5351204224739468,2.5038469381135546,0.6131047385949779,0.541739009928401,-3.4562072251533067,6.5264480701012
M3z,(Intercept),-11.464938954880726,8.186845999567307,-1.4004097494305712,0.1658715296006205,-27.79724984590656,4.867371936145108
M3z,hwk_mean,9.08094519392813,4.311879394456484,2.106029497393396,0.038842076108850536,0.4789811654617946,17.682909222394464
M3z,regionEast Asia,5.879068169282979,4.412710510441966,1.332303162732093,0.18714417654806273,-2.92404843171874,14.682184770284698
M3z,regionNordic,-15.614409705463547,4.789952874174144,-3.2598253293161457,0.0017327760173023784,-25.170104230376992,-6.0587151805501005
M3z,regionNon-OECD,1.78252136006694,2.6934747971436566,0.6617924778643731,0.5103083827632331,-3.5908138372016962,7.155856557335576
M3z,exam_pressure_z,0.4291827232292477,0.5440808086474246,0.7888216537102062,0.43291827145905615,-0.6562287914297706,1.5145942378882662
M3z,stratification_z,0.6764584984093932,0.7278238388232788,0.9294261362791697,0.3559085016602581,-0.7755103318568565,2.128427328675643
M3z,resource_z,0.9278960005152304,0.7926785376361966,1.1705829746346588,0.2457934754309338,-0.6534544137960101,2.509246414826471
M3pc,(Intercept),-11.087613482260737,7.793845642564824,-1.4226113770726398,0.15929002688201005,-26.63194847520817,4.456721510686695
M3pc,hwk_mean,8.988266924242485,4.178025703542472,2.1513192024217314,0.034903800457520555,0.6554574071634587,17.32107644132151
M3pc,regionEast Asia,5.4765575720591775,4.452812728326444,1.2299097011693776,0.22284853954020586,-3.4042973850821907,14.357412529200545
M3pc,regionNordic,-16.377724936678913,4.716803707959624,-3.4722082899149354,8.890041088214867e-4,-25.785093300773525,-6.970356572584299
M3pc,regionNon-OECD,1.5368218961633646,2.4771884299661413,0.6203895826303251,0.5370159410552648,-3.4037746414113057,6.477418433738035
M3pc,pc1_org,1.0427355647315368,0.7826416056398167,1.3323283061077376,0.18707356919106788,-0.5181938987727028,2.6036650282357767
M3pc,pc2_org,1.1171264021319351,0.8868811384086643,1.2596123130281034,0.21199293529333837,-0.6517022540401829,2.885955058304053
M4z,(Intercept),-22.513462188263265,7.794680751362538,-2.88831100418421,0.005112287569599313,-38.05187427986507,-6.975050096661462
M4z,hwk_mean,14.87799752907731,3.869780951336787,3.844661420419111,2.580482223094661e-4,7.163730191625308,22.592264866529312
M4z,exam_pressure_z,0.7383783541537101,0.5448338461189811,1.3552358382530858,0.17957896638667548,-0.34772806796873934,1.8244847762761596
M4z,stratification_z,0.9428162751276361,0.7635370871534846,1.2348008904747716,0.22091923124770696,-0.5792670899079655,2.464899640163238
M4z,resource_z,0.9299416732963154,0.7742555003287255,1.2010785495246599,0.2336570205610006,-0.6135084578965576,2.4733918044891885
M4pc,(Intercept),-24.802652133176522,6.8015130190322655,-3.646637456073781,4.950864935153692e-4,-38.358048031810256,-11.247256234542789
M4pc,hwk_mean,16.024463826297648,3.367585468900204,4.758443096480923,9.596214455061019e-6,9.312875665591104,22.736051987004192
M4pc,pc1_org,1.3932697115965549,0.7703149013594417,1.8087014922569078,0.0746152734145185,-0.14196567284293948,2.9285050960360492
M4pc,pc2_org,0.9756704742139609,0.9450283229532771,1.03242458508008,0.3052816095381735,-0.9077682573164297,2.8591092057443515
M5,(Intercept),5.180878994267439,1.6059698660367139,3.226012582074812,0.001879770353048743,1.9801856669905527,8.381572321544326
M5,regionEast Asia,11.521132823424757,3.87878572862757,2.9702937025864737,0.004024789530361375,3.790724014327423,19.25154163252209
M5,regionNordic,-19.03274392017731,4.612797251950091,-4.126074240989259,9.671330257138725e-5,-28.226035585626462,-9.839452254728158
M5,regionNon-OECD,4.263465439602596,2.1324703188617757,1.999308221029898,0.04929764394670374,0.013458223065653918,8.513472656139538
M6z,(Intercept),7.193963513290007,1.1181001219830764,6.434095991806801,1.1452376008508098e-8,4.96559318372064,9.422333842859373
M6z,exam_pressure_z,1.2622039113476213,0.5751662105272027,2.1945028902005097,0.031381207675079924,0.11589930685794703,2.408508515837296
M6z,stratification_z,1.7758325375403932,0.7982741389535652,2.2245898381078475,0.029200270422060765,0.18487447293373904,3.3667906021470473
M6z,resource_z,-0.7108346024218655,0.7043646447719115,-1.0091855230071196,0.31621909145962995,-2.1146313150307137,0.6929621101869827
M6pc,(Intercept),7.193963513290007,1.1627321274278504,6.187120269226762,3.0860619870950565e-8,4.877169176145757,9.510757850434256
M6pc,pc1_org,-0.1770175632773827,0.791316753804885,-0.22370000688880892,0.8236071666880193,-1.7537506136989978,1.3997154871442323
M6pc,pc2_org,1.9881728277777364,1.0467856119751737,1.899312337725262,0.06142096914096834,-0.09759303421238719,4.07393868976786
