country,input,layer,slope,region
LTU,SDLEFF,L2,0.09435271488893249,OECD (other)
LTU,MATHEFF,L0,0.37759910565325827,OECD (other)
LTU,MATHEFF,L1,0.3081582645219598,OECD (other)
LTU,MATHEFF,L2,0.3272796702739193,OECD (other)
LTU,MATHMOT,L0,0.02283602467397047,OECD (other)
LTU,MATHMOT,L1,-1.6463880151531006e-4,OECD (other)
LTU,MATHMOT,L2,0.01475123359893992,OECD (other)
LVA,hwk_h,L0,-0.06906916561886461,OECD (other)
LVA,hwk_h,L1,-0.08106187078937285,OECD (other)
LVA,hwk_h,L2,-0.08621396685419738,OECD (other)
LVA,SDLEFF,L0,0.12306016301113688,OECD (other)
LVA,SDLEFF,L1,0.07379633222303489,OECD (other)
LVA,SDLEFF,L2,0.07028625721286444,OECD (other)
LVA,MATHEFF,L0,0.3614937043841434,OECD (other)
LVA,MATHEFF,L1,0.30598031187490204,OECD (other)
LVA,MATHEFF,L2,0.3234487591278506,OECD (other)
LVA,MATHMOT,L0,0.08746289201754455,OECD (other)
LVA,MATHMOT,L1,0.09123480684639698,OECD (other)
LVA,MATHMOT,L2,0.08220966857688866,OECD (other)
MAC,hwk_h,L0,-0.00454101599769889,East Asia
MAC,hwk_h,L1,-0.035899550958521806,East Asia
MAC,hwk_h,L2,-0.051576304784046116,East Asia
MAC,SDLEFF,L0,0.20079460046689113,East Asia
MAC,SDLEFF,L1,0.1536436376425075,East Asia
MAC,SDLEFF,L2,0.13668283100098363,East Asia
MAC,MATHEFF,L0,0.4057088501548584,East Asia
MAC,MATHEFF,L1,0.33522303772028855,East Asia
MAC,MATHEFF,L2,0.33977172932898125,East Asia
MAC,MATHMOT,L0,-0.023313315377144768,East Asia
MAC,MATHMOT,L1,-0.04798888539824373,East Asia
MAC,MATHMOT,L2,-0.10160936298728877,East Asia
MAR,hwk_h,L0,0.03199429957068366,Non-OECD
MAR,hwk_h,L1,0.013947233208102679,Non-OECD
MAR,hwk_h,L2,0.016163802682047285,Non-OECD
MAR,SDLEFF,L0,0.10021770506747679,Non-OECD
MAR,SDLEFF,L1,0.05191696235294617,Non-OECD
MAR,SDLEFF,L2,0.0533992315079337,Non-OECD
MAR,MATHEFF,L0,0.15976781922435004,Non-OECD
MAR,MATHEFF,L1,0.10200577382415132,Non-OECD
MAR,MATHEFF,L2,0.11026333924687601,Non-OECD
MAR,MATHMOT,L0,0.06409792938582998,Non-OECD
MAR,MATHMOT,L1,0.044386116419174185,Non-OECD
MAR,MATHMOT,L2,0.04280977766362277,Non-OECD
MDA,hwk_h,L0,0.0118318581123269,Non-OECD
MDA,hwk_h,L1,-0.012223972097972715,Non-OECD
MDA,hwk_h,L2,-0.014397906655621866,Non-OECD
MDA,SDLEFF,L0,0.19112529538817324,Non-OECD
MDA,SDLEFF,L1,0.12796634320661207,Non-OECD
MDA,SDLEFF,L2,0.1341963020311528,Non-OECD
MDA,MATHEFF,L0,0.31118910299183494,Non-OECD
MDA,MATHEFF,L1,0.25492625991688955,Non-OECD
MDA,MATHEFF,L2,0.28076502606356835,Non-OECD
MDA,MATHMOT,L0,0.16476237409460584,Non-OECD
MDA,MATHMOT,L1,0.14097664592831577,Non-OECD
MDA,MATHMOT,L2,0.1465256060377897,Non-OECD
MEX,hwk_h,L0,0.03717096253019075,OECD (other)
MEX,hwk_h,L1,0.030722776224627563,OECD (other)
MEX,hwk_h,L2,0.027998279429535,OECD (other)
MEX,SDLEFF,L0,0.09966621110221209,OECD (other)
MEX,SDLEFF,L1,0.06889116936880224,OECD (other)
MEX,SDLEFF,L2,0.07332386850193527,OECD (other)
MEX,MATHEFF,L0,0.20697164993101003,OECD (other)
MEX,MATHEFF,L1,0.174779373269148,OECD (other)
MEX,MATHEFF,L2,0.19472861159009444,OECD (other)
MEX,MATHMOT,L0,-0.07690941628357165,OECD (other)
MEX,MATHMOT,L1,-0.0467080333454535,OECD (other)
MEX,MATHMOT,L2,-0.019929979150481017,OECD (other)
MKD,hwk_h,L0,-0.003920472345998409,Non-OECD
MKD,hwk_h,L1,-0.012610654268604223,Non-OECD
MKD,hwk_h,L2,-0.014747491038060457,Non-OECD
MKD,SDLEFF,L0,0.10702910618761571,Non-OECD
MKD,SDLEFF,L1,0.07569825013586844,Non-OECD
MKD,SDLEFF,L2,0.07672157176778617,Non-OECD
MKD,MATHEFF,L0,0.1897966343985123,Non-OECD
MKD,MATHEFF,L1,0.14853716713727402,Non-OECD
MKD,MATHEFF,L2,0.16261107599556532,Non-OECD
MKD,MATHMOT,L0,0.20148734254537398,Non-OECD
MKD,MATHMOT,L1,0.19780768437860927,Non-OECD
MKD,MATHMOT,L2,0.2371474938166814,Non-OECD
MLT,hwk_h,L0,0.020281199854333652,Non-OECD
MLT,hwk_h,L1,0.00970179990157259,Non-OECD
MLT,hwk_h,L2,-0.01417238370989764,Non-OECD
MLT,SDLEFF,L0,0.14198083074359277,Non-OECD
MLT,SDLEFF,L1,0.1129943682576044,Non-OECD
MLT,SDLEFF,L2,0.08881143273671926,Non-OECD
MLT,MATHEFF,L0,0.4217794819212843,Non-OECD
MLT,MATHEFF,L1,0.37358801636595246,Non-OECD
MLT,MATHEFF,L2,0.37951835807127826,Non-OECD
MLT,MATHMOT,L0,-0.0028933589391865722,Non-OECD
MLT,MATHMOT,L1,0.04516553790179573,Non-OECD
MLT,MATHMOT,L2,-0.002069455443877849,Non-OECD
MNE,hwk_h,L0,0.04187626653807182,Non-OECD
MNE,hwk_h,L1,0.026176864234477515,Non-OECD
MNE,hwk_h,L2,0.021939154605724893,Non-OECD
MNE,SDLEFF,L0,0.12156451229908173,Non-OECD
MNE,SDLEFF,L1,0.08638039075678176,Non-OECD
MNE,SDLEFF,L2,0.09313342704956486,Non-OECD
MNE,MATHEFF,L0,0.19632628978621194,Non-OECD
MNE,MATHEFF,L1,0.16970646271690476,Non-OECD
MNE,MATHEFF,L2,0.19065776109879232,Non-OECD
MNE,MATHMOT,L0,0.04783310486805905,Non-OECD
MNE,MATHMOT,L1,0.0696617965768612,Non-OECD
MNE,MATHMOT,L2,0.08995832800524323,Non-OECD
MNG,hwk_h,L0,0.0506104888541034,Non-OECD
MNG,hwk_h,L1,0.028913091976518708,Non-OECD
MNG,hwk_h,L2,0.037229626409523583,Non-OECD
MNG,SDLEFF,L0,0.1330448626476516,Non-OECD
MNG,SDLEFF,L1,0.07218669180302878,Non-OECD
MNG,SDLEFF,L2,0.08614806214314912,Non-OECD
MNG,MATHEFF,L0,0.2465618872321465,Non-OECD
MNG,MATHEFF,L1,0.19986400699541404,Non-OECD
MNG,MATHEFF,L2,0.2309104132629117,Non-OECD
MNG,MATHMOT,L0,0.11316446913511084,Non-OECD
MNG,MATHMOT,L1,0.08965323027922249,Non-OECD
MNG,MATHMOT,L2,0.0879842832990754,Non-OECD
MYS,hwk_h,L0,0.09231308804960837,Non-OECD
MYS,hwk_h,L1,0.05631447142905027,Non-OECD
MYS,hwk_h,L2,0.057131223320688644,Non-OECD
MYS,SDLEFF,L0,0.2333527540773133,Non-OECD
MYS,SDLEFF,L1,0.1437531532529704,Non-OECD
MYS,SDLEFF,L2,0.14602205388178538,Non-OECD
MYS,MATHEFF,L0,0.33493063207111107,Non-OECD
MYS,MATHEFF,L1,0.2600829396599787,Non-OECD
MYS,MATHEFF,L2,0.28693998161642037,Non-OECD
MYS,MATHMOT,L0,-0.014652070663311655,Non-OECD
MYS,MATHMOT,L1,0.07170987112246581,Non-OECD
MYS,MATHMOT,L2,0.026588429560519558,Non-OECD
NLD,hwk_h,L0,0.04634521942950661,OECD (other)
NLD,hwk_h,L1,0.03147930928110448,OECD (other)
NLD,hwk_h,L2,0.006317505324604555,OECD (other)
NLD,SDLEFF,L0,0.1365631414999958,OECD (other)
NLD,SDLEFF,L1,0.09503721533206734,OECD (other)
NLD,SDLEFF,L2,0.08319205504917881,OECD (other)
NLD,MATHEFF,L0,0.38674059609631345,OECD (other)
NLD,MATHEFF,L1,0.3348920953508687,OECD (other)
NLD,MATHEFF,L2,0.3408516655424141,OECD (other)
NLD,MATHMOT,L0,0.018671566810518164,OECD (other)
NLD,MATHMOT,L1,-0.01103826803123383,OECD (other)
NLD,MATHMOT,L2,-0.0016743011327158967,OECD (other)
NZL,hwk_h,L0,0.05528463984015343,OECD (other)
NZL,hwk_h,L1,0.047809057291331045,OECD (other)
NZL,hwk_h,L2,0.05142901483249629,OECD (other)
NZL,SDLEFF,L0,0.20874153334470244,OECD (other)
NZL,SDLEFF,L1,0.12875183213526067,OECD (other)
NZL,SDLEFF,L2,0.14743437757075206,OECD (other)
NZL,MATHEFF,L0,0.49022135880458023,OECD (other)
NZL,MATHEFF,L1,0.42035823730805866,OECD (other)
NZL,MATHEFF,L2,0.449201966918757,OECD (other)
NZL,MATHMOT,L0,-0.0034286396726647184,OECD (other)
NZL,MATHMOT,L1,0.012779235334232681,OECD (other)
NZL,MATHMOT,L2,0.06864823489465509,OECD (other)
PAN,hwk_h,L0,0.028186148579453788,Non-OECD
PAN,hwk_h,L1,0.013859583855174494,Non-OECD
PAN,hwk_h,L2,0.007233902230185447,Non-OECD
PAN,SDLEFF,L0,0.1486981370653432,Non-OECD
PAN,SDLEFF,L1,0.09086800492742626,Non-OECD
PAN,SDLEFF,L2,0.10463801659542138,Non-OECD
PAN,MATHEFF,L0,0.18339756335825852,Non-OECD
PAN,MATHEFF,L1,0.13565227034456964,Non-OECD
PAN,MATHEFF,L2,0.16513487133878263,Non-OECD
PAN,MATHMOT,L0,-0.09073679207653818,Non-OECD
PAN,MATHMOT,L1,-0.002551363911120571,Non-OECD
PAN,MATHMOT,L2,-0.031241864096190793,Non-OECD
PER,hwk_h,L0,0.05608741310455515,Non-OECD
PER,hwk_h,L1,0.03723430521314663,Non-OECD
PER,hwk_h,L2,0.031944905088242666,Non-OECD
PER,SDLEFF,L0,0.17720066487549863,Non-OECD
PER,SDLEFF,L1,0.10120231888951763,Non-OECD
PER,SDLEFF,L2,0.10527891017087268,Non-OECD
PER,MATHEFF,L0,0.21684481331464925,Non-OECD
PER,MATHEFF,L1,0.16637958036452327,Non-OECD
PER,MATHEFF,L2,0.18661049925626036,Non-OECD
PER,MATHMOT,L0,0.1562944636962527,Non-OECD
PER,MATHMOT,L1,0.13595592199757991,Non-OECD
PER,MATHMOT,L2,0.1364529355957426,Non-OECD
PHL,hwk_h,L0,0.044979195371126005,Non-OECD
PHL,hwk_h,L1,0.024114294927993905,Non-OECD
PHL,hwk_h,L2,0.02860440768361344,Non-OECD
PHL,SDLEFF,L0,0.09149200859426308,Non-OECD
PHL,SDLEFF,L1,0.04140241226848205,Non-OECD
PHL,SDLEFF,L2,0.0518316157449359,Non-OECD
PHL,MATHEFF,L0,0.07113848281660258,Non-OECD
PHL,MATHEFF,L1,0.05803179900089231,Non-OECD
PHL,MATHEFF,L2,0.06101043403335445,Non-OECD
PHL,MATHMOT,L0,-0.2223145972567321,Non-OECD
PHL,MATHMOT,L1,-0.07609315265728872,Non-OECD
PHL,MATHMOT,L2,-0.09754748438442992,Non-OECD
POL,hwk_h,L0,-0.010572535553098571,OECD (other)
POL,hwk_h,L1,-0.03190119574543337,OECD (other)
POL,hwk_h,L2,-0.04049148114535232,OECD (other)
POL,SDLEFF,L0,0.0807728242924675,OECD (other)
POL,SDLEFF,L1,0.020031066173924982,OECD (other)
POL,SDLEFF,L2,0.020086959775269652,OECD (other)
POL,MATHEFF,L0,0.3401324633404476,OECD (other)
POL,MATHEFF,L1,0.2764408488746244,OECD (other)
POL,MATHEFF,L2,0.29642694494095745,OECD (other)
POL,MATHMOT,L0,0.3877169151639949,OECD (other)
POL,MATHMOT,L1,0.3201983778541035,OECD (other)
POL,MATHMOT,L2,0.3963659844080956,OECD (other)
PRT,hwk_h,L0,0.025519216529763186,OECD (other)
PRT,hwk_h,L1,-0.0027327831583695054,OECD (other)
PRT,hwk_h,L2,-0.019656492229356278,OECD (other)
PRT,SDLEFF,L0,0.14571624213967124,OECD (other)
PRT,SDLEFF,L1,0.07253248473111608,OECD (other)
PRT,SDLEFF,L2,0.07570813918697443,OECD (other)
PRT,MATHEFF,L0,0.36496349747664664,OECD (other)
PRT,MATHEFF,L1,0.25475252871171156,OECD (other)
PRT,MATHEFF,L2,0.27878678926127626,OECD (other)
PRT,MATHMOT,L0,0.016581014355581642,OECD (other)
PRT,MATHMOT,L1,0.10259943841292295,OECD (other)
PRT,MATHMOT,L2,0.05370676821352665,OECD (other)
PRY,hwk_h,L0,-0.028677990532718568,Non-OECD
PRY,hwk_h,L1,-0.019833615940449283,Non-OECD
PRY,hwk_h,L2,-0.024283111907659662,Non-OECD
PRY,SDLEFF,L0,0.14336952090460944,Non-OECD
PRY,SDLEFF,L1,0.09468887824674944,Non-OECD
PRY,SDLEFF,L2,0.09907215705562902,Non-OECD
PRY,MATHEFF,L0,0.14808129805636314,Non-OECD
PRY,MATHEFF,L1,0.11299326104528658,Non-OECD
PRY,MATHEFF,L2,0.11804636971765146,Non-OECD
PRY,MATHMOT,L0,NA,Non-OECD
PRY,MATHMOT,L1,NA,Non-OECD
PRY,MATHMOT,L2,NA,Non-OECD
PSE,hwk_h,L0,-0.06634091469048592,Non-OECD
PSE,hwk_h,L1,-0.05170153930463978,Non-OECD
PSE,hwk_h,L2,-0.05420343729120596,Non-OECD
PSE,SDLEFF,L0,0.08523873707379061,Non-OECD
PSE,SDLEFF,L1,0.04847281139045435,Non-OECD
PSE,SDLEFF,L2,0.05399322465435385,Non-OECD
PSE,MATHEFF,L0,0.15887033063793085,Non-OECD
PSE,MATHEFF,L1,0.12386046730859956,Non-OECD
PSE,MATHEFF,L2,0.13941743133844575,Non-OECD
PSE,MATHMOT,L0,0.01111707070324806,Non-OECD
PSE,MATHMOT,L1,0.04483116291840601,Non-OECD
PSE,MATHMOT,L2,0.034051290283060615,Non-OECD
QAT,hwk_h,L0,-0.013867011124323071,Non-OECD
QAT,hwk_h,L1,-0.026003107472159188,Non-OECD
QAT,hwk_h,L2,-0.02339570509918118,Non-OECD
QAT,SDLEFF,L0,0.14921122880352242,Non-OECD
QAT,SDLEFF,L1,0.10043061634932518,Non-OECD
QAT,SDLEFF,L2,0.09842514704238167,Non-OECD
QAT,MATHEFF,L0,0.2882550472084469,Non-OECD
QAT,MATHEFF,L1,0.2286209835951191,Non-OECD
QAT,MATHEFF,L2,0.27445722049386595,Non-OECD
QAT,MATHMOT,L0,-0.37647377696764395,Non-OECD
QAT,MATHMOT,L1,-0.23699473552513847,Non-OECD
QAT,MATHMOT,L2,-0.22848614402194523,Non-OECD
QAZ,hwk_h,L0,0.08881410265871913,Non-OECD
QAZ,hwk_h,L1,0.07111381330156914,Non-OECD
QAZ,hwk_h,L2,0.06678372445839502,Non-OECD
QAZ,SDLEFF,L0,0.06440256201828945,Non-OECD
QAZ,SDLEFF,L1,0.05364822743227461,Non-OECD
QAZ,SDLEFF,L2,0.05118818030674676,Non-OECD
QAZ,MATHEFF,L0,0.2018939401456077,Non-OECD
QAZ,MATHEFF,L1,0.18131288673519033,Non-OECD
QAZ,MATHEFF,L2,0.19653803254496113,Non-OECD
QAZ,MATHMOT,L0,0.16433917454545993,Non-OECD
QAZ,MATHMOT,L1,0.15390916512058525,Non-OECD
QAZ,MATHMOT,L2,0.13205588052382705,Non-OECD
QUR,hwk_h,L0,0.09094044503705344,Non-OECD
QUR,hwk_h,L1,0.05333702024433373,Non-OECD
QUR,hwk_h,L2,0.0587412995661108,Non-OECD
QUR,SDLEFF,L0,0.20601060065268018,Non-OECD
QUR,SDLEFF,L1,0.13712257771614508,Non-OECD
QUR,SDLEFF,L2,0.16487418900990505,Non-OECD
QUR,MATHEFF,L0,0.3444538173772673,Non-OECD
QUR,MATHEFF,L1,0.2824898221269173,Non-OECD
QUR,MATHEFF,L2,0.3044379130246483,Non-OECD
QUR,MATHMOT,L0,0.23308531857183068,Non-OECD
QUR,MATHMOT,L1,0.2037602799921263,Non-OECD
QUR,MATHMOT,L2,0.3132473672636394,Non-OECD
ROU,hwk_h,L0,0.08283754098210656,Non-OECD
ROU,hwk_h,L1,0.05726255720731403,Non-OECD
ROU,hwk_h,L2,0.06600486409981557,Non-OECD
ROU,SDLEFF,L0,0.17130340551582918,Non-OECD
ROU,SDLEFF,L1,0.08739101168703968,Non-OECD
ROU,SDLEFF,L2,0.08418986967315635,Non-OECD
ROU,MATHEFF,L0,0.27657771413962373,Non-OECD
ROU,MATHEFF,L1,0.19677019886112265,Non-OECD
ROU,MATHEFF,L2,0.2175187147175358,Non-OECD
ROU,MATHMOT,L0,0.2789510856924651,Non-OECD
ROU,MATHMOT,L1,0.1997374142965429,Non-OECD
ROU,MATHMOT,L2,0.20238799251057865,Non-OECD
SAU,hwk_h,L0,-0.07285278541193912,Non-OECD
SAU,hwk_h,L1,-0.066394751701934,Non-OECD
SAU,hwk_h,L2,-0.05428123256663529,Non-OECD
SAU,SDLEFF,L0,0.10696714798840545,Non-OECD
SAU,SDLEFF,L1,0.09281883322551164,Non-OECD
SAU,SDLEFF,L2,0.08758039204102729,Non-OECD
SAU,MATHEFF,L0,0.15336746593992556,Non-OECD
SAU,MATHEFF,L1,0.134276945234512,Non-OECD
SAU,MATHEFF,L2,0.14419269331093065,Non-OECD
SAU,MATHMOT,L0,-0.06774685064191299,Non-OECD
SAU,MATHMOT,L1,-0.037036713135765814,Non-OECD
SAU,MATHMOT,L2,-0.036342767332597545,Non-OECD
SGP,hwk_h,L0,0.08786933733088581,East Asia
SGP,hwk_h,L1,0.06355360465415474,East Asia
SGP,hwk_h,L2,0.02659236770706933,East Asia
SGP,SDLEFF,L0,NA,East Asia
SGP,SDLEFF,L1,NA,East Asia
SGP,SDLEFF,L2,NA,East Asia
SGP,MATHEFF,L0,0.4992114108717974,East Asia
SGP,MATHEFF,L1,0.40985845622111194,East Asia
SGP,MATHEFF,L2,0.37978535069819325,East Asia
SGP,MATHMOT,L0,-0.09654303604602912,East Asia
SGP,MATHMOT,L1,0.04235906893326822,East Asia
SGP,MATHMOT,L2,0.031881526535998565,East Asia
SLV,hwk_h,L0,0.04039866462135889,Non-OECD
SLV,hwk_h,L1,0.0156536278661505,Non-OECD
SLV,hwk_h,L2,0.013706251456611028,Non-OECD
SLV,SDLEFF,L0,0.12540267051415516,Non-OECD
SLV,SDLEFF,L1,0.07955548115987125,Non-OECD
SLV,SDLEFF,L2,0.08788980003439861,Non-OECD
SLV,MATHEFF,L0,NA,Non-OECD
SLV,MATHEFF,L1,NA,Non-OECD
SLV,MATHEFF,L2,NA,Non-OECD
SLV,MATHMOT,L0,0.020676097333547774,Non-OECD
SLV,MATHMOT,L1,0.034396806591692426,Non-OECD
SLV,MATHMOT,L2,-0.020398677881930404,Non-OECD
SRB,hwk_h,L0,0.02757401136893416,Non-OECD
SRB,hwk_h,L1,-0.005553675913797661,Non-OECD
SRB,hwk_h,L2,-0.0017802053798494112,Non-OECD
SRB,SDLEFF,L0,0.0951129902467018,Non-OECD
SRB,SDLEFF,L1,0.06532683315384297,Non-OECD
SRB,SDLEFF,L2,0.06827483798561404,Non-OECD
SRB,MATHEFF,L0,0.3121384501034155,Non-OECD
SRB,MATHEFF,L1,0.2666331404002493,Non-OECD
SRB,MATHEFF,L2,0.27577301032823237,Non-OECD
SRB,MATHMOT,L0,0.09556774171033183,Non-OECD
SRB,MATHMOT,L1,0.0507082398306058,Non-OECD
SRB,MATHMOT,L2,0.08099166589109899,Non-OECD
SVK,hwk_h,L0,-0.0848364189188403,OECD (other)
SVK,hwk_h,L1,-0.08536079939765963,OECD (other)
SVK,hwk_h,L2,-0.08869634066889304,OECD (other)
SVK,SDLEFF,L0,0.20111561222789462,OECD (other)
SVK,SDLEFF,L1,0.10945216770907201,OECD (other)
SVK,SDLEFF,L2,0.10732381374398095,OECD (other)
SVK,MATHEFF,L0,0.3490218243677029,OECD (other)
SVK,MATHEFF,L1,0.25583737149676883,OECD (other)
SVK,MATHEFF,L2,0.2668787652212533,OECD (other)
SVK,MATHMOT,L0,-0.06589088137875308,OECD (other)
SVK,MATHMOT,L1,-0.013396829742609319,OECD (other)
SVK,MATHMOT,L2,0.03557468048803872,OECD (other)
SVN,hwk_h,L0,-0.0862849205823911,OECD (other)
SVN,hwk_h,L1,-0.07493709085707363,OECD (other)
SVN,hwk_h,L2,-0.08623785443160172,OECD (other)
SVN,SDLEFF,L0,0.0929154180058066,OECD (other)
SVN,SDLEFF,L1,0.05098831121587186,OECD (other)
SVN,SDLEFF,L2,0.04680095124788073,OECD (other)
SVN,MATHEFF,L0,0.31981904192412103,OECD (other)
SVN,MATHEFF,L1,0.25817753030237517,OECD (other)
SVN,MATHEFF,L2,0.27732697999163464,OECD (other)
SVN,MATHMOT,L0,0.11700094532234653,OECD (other)
SVN,MATHMOT,L1,0.12071342462560823,OECD (other)
SVN,MATHMOT,L2,0.08029822479787023,OECD (other)
SWE,hwk_h,L0,-0.2169310439784928,Nordic
SWE,hwk_h,L1,-0.18030851130497627,Nordic
SWE,hwk_h,L2,-0.20222620961397283,Nordic
SWE,SDLEFF,L0,0.1449395620046878,Nordic
SWE,SDLEFF,L1,0.09853244560766472,Nordic
SWE,SDLEFF,L2,0.09660574745488698,Nordic
SWE,MATHEFF,L0,0.42800669918028145,Nordic
SWE,MATHEFF,L1,0.373255935493849,Nordic
SWE,MATHEFF,L2,0.4020768901560889,Nordic
SWE,MATHMOT,L0,0.1517163721289112,Nordic
SWE,MATHMOT,L1,0.1600602182406891,Nordic
SWE,MATHMOT,L2,0.14131408201016887,Nordic
TAP,hwk_h,L0,0.21604062867721527,East Asia
TAP,hwk_h,L1,0.15664478528978112,East Asia
TAP,hwk_h,L2,0.14622453330060117,East Asia
TAP,SDLEFF,L0,0.17289999557932034,East Asia
TAP,SDLEFF,L1,0.08162263540194208,East Asia
TAP,SDLEFF,L2,0.09675553190925244,East Asia
TAP,MATHEFF,L0,0.48060876222949067,East Asia
TAP,MATHEFF,L1,0.41231058821068706,East Asia
TAP,MATHEFF,L2,0.41057594553734866,East Asia
TAP,MATHMOT,L0,0.16089248676827875,East Asia
TAP,MATHMOT,L1,0.13529365392283974,East Asia
TAP,MATHMOT,L2,0.05247262331772357,East Asia
THA,hwk_h,L0,0.03890722688185343,Non-OECD
THA,hwk_h,L1,0.028074750988198116,Non-OECD
THA,hwk_h,L2,0.03240451586861318,Non-OECD
THA,SDLEFF,L0,0.1759863487307001,Non-OECD
THA,SDLEFF,L1,0.12030690059503756,Non-OECD
THA,SDLEFF,L2,0.1267846833086011,Non-OECD
THA,MATHEFF,L0,NA,Non-OECD
THA,MATHEFF,L1,NA,Non-OECD
THA,MATHEFF,L2,NA,Non-OECD
THA,MATHMOT,L0,0.04930592556365101,Non-OECD
THA,MATHMOT,L1,0.04975246326583593,Non-OECD
THA,MATHMOT,L2,-0.02144712185972267,Non-OECD
TUR,hwk_h,L0,0.07921018484735125,OECD (other)
TUR,hwk_h,L1,0.06502938316401714,OECD (other)
TUR,hwk_h,L2,0.07113649218233632,OECD (other)
TUR,SDLEFF,L0,0.08583914775148942,OECD (other)
TUR,SDLEFF,L1,0.051544766781035485,OECD (other)
TUR,SDLEFF,L2,0.04226525739379417,OECD (other)
TUR,MATHEFF,L0,0.3047196435598955,OECD (other)
TUR,MATHEFF,L1,0.265186315998278,OECD (other)
TUR,MATHEFF,L2,0.2793689010653252,OECD (other)
TUR,MATHMOT,L0,0.02316780445177389,OECD (other)
TUR,MATHMOT,L1,0.062271363687963426,OECD (other)
TUR,MATHMOT,L2,0.08173590109605379,OECD (other)
URY,hwk_h,L0,-0.040081904939049534,Non-OECD
URY,hwk_h,L1,-0.027955099189662744,Non-OECD
URY,hwk_h,L2,-0.045121466414660645,Non-OECD
URY,SDLEFF,L0,0.140600117412944,Non-OECD
URY,SDLEFF,L1,0.08732368646278686,Non-OECD
URY,SDLEFF,L2,0.09684576885734711,Non-OECD
URY,MATHEFF,L0,0.24556458944815338,Non-OECD
URY,MATHEFF,L1,0.1871282854722765,Non-OECD
URY,MATHEFF,L2,0.1982286200302535,Non-OECD
URY,MATHMOT,L0,0.03261188362123181,Non-OECD
URY,MATHMOT,L1,0.049595358821355115,Non-OECD
URY,MATHMOT,L2,0.08036478671754778,Non-OECD
USA,hwk_h,L0,-0.01864108556785049,OECD (other)
USA,hwk_h,L1,-0.03390990322305056,OECD (other)
USA,hwk_h,L2,-0.04338722981324053,OECD (other)
USA,SDLEFF,L0,0.11533814896778134,OECD (other)
USA,SDLEFF,L1,0.059419079571008844,OECD (other)
USA,SDLEFF,L2,0.06808572623685895,OECD (other)
USA,MATHEFF,L0,0.4253203656732924,OECD (other)
USA,MATHEFF,L1,0.3475575796736952,OECD (other)
USA,MATHEFF,L2,0.3613286047018665,OECD (other)
USA,MATHMOT,L0,0.1288442991561893,OECD (other)
USA,MATHMOT,L1,0.1735853109026293,OECD (other)
USA,MATHMOT,L2,0.28419096864279647,OECD (other)
UZB,hwk_h,L0,-0.009674791741198807,Non-OECD
UZB,hwk_h,L1,-0.010321872356118736,Non-OECD
UZB,hwk_h,L2,-0.008727769797229008,Non-OECD
UZB,SDLEFF,L0,0.03835962141589844,Non-OECD
UZB,SDLEFF,L1,0.03696933325467432,Non-OECD
UZB,SDLEFF,L2,0.04267746904234614,Non-OECD
UZB,MATHEFF,L0,0.11601233627250515,Non-OECD
UZB,MATHEFF,L1,0.10587309490698164,Non-OECD
UZB,MATHEFF,L2,0.11986587570685525,Non-OECD
UZB,MATHMOT,L0,0.2999718119193395,Non-OECD
UZB,MATHMOT,L1,0.26843423902454155,Non-OECD
UZB,MATHMOT,L2,0.26427170379459536,Non-OECD
VNM,hwk_h,L0,0.17495600522079677,East Asia
VNM,hwk_h,L1,0.12627186803793902,East Asia
VNM,hwk_h,L2,0.15029106220367236,East Asia
VNM,SDLEFF,L0,0.11139784257048566,East Asia
VNM,SDLEFF,L1,0.054288682980509956,East Asia
VNM,SDLEFF,L2,0.04812016977926938,East Asia
VNM,MATHEFF,L0,0.29985826239509156,East Asia
VNM,MATHEFF,L1,0.2439973646659879,East Asia
VNM,MATHEFF,L2,0.25086198082076616,East Asia
VNM,MATHMOT,L0,NA,East Asia
VNM,MATHMOT,L1,NA,East Asia
VNM,MATHMOT,L2,NA,East Asia
AUS,hwk_h,L3,0.10762570359717866,OECD (other)
AUS,SDLEFF,L3,0.14976326060876113,OECD (other)
AUS,MATHEFF,L3,0.4326085612774465,OECD (other)
AUS,MATHMOT,L3,0.0916328185155811,OECD (other)
AUT,hwk_h,L3,-0.11837595322200473,OECD (other)
AUT,SDLEFF,L3,0.15665794740129307,OECD (other)
AUT,MATHEFF,L3,0.3042636339083963,OECD (other)
AUT,MATHMOT,L3,-0.0030635836987748626,OECD (other)
BEL,hwk_h,L3,-0.011649071695696981,OECD (other)
BEL,SDLEFF,L3,0.07606014132075739,OECD (other)
BEL,MATHEFF,L3,0.259235746193428,OECD (other)
BEL,MATHMOT,L3,0.1553328585361006,OECD (other)
CAN,hwk_h,L3,-0.02884057001910835,OECD (other)
CAN,SDLEFF,L3,0.10921954826997485,OECD (other)
CAN,MATHEFF,L3,0.36453745104300583,OECD (other)
CAN,MATHMOT,L3,0.07516123390438398,OECD (other)
CHE,hwk_h,L3,-0.17104165652694336,OECD (other)
CHE,SDLEFF,L3,0.12443879202161959,OECD (other)
CHE,MATHEFF,L3,0.3477666223635608,OECD (other)
CHE,MATHMOT,L3,0.17819841546077536,OECD (other)
CHL,hwk_h,L3,-0.0274300702709424,OECD (other)
CHL,SDLEFF,L3,0.049955516517152146,OECD (other)
CHL,MATHEFF,L3,0.14543527212828047,OECD (other)
CHL,MATHMOT,L3,0.029706818327490926,OECD (other)
COL,hwk_h,L3,0.017716069342282665,OECD (other)
