country,input,slope,se,n,region
MAR,ST297Q07JA,-0.04899858053800433,0.01589607041232916,5688,Non-OECD
MDA,hwk_h,-0.012223972097972715,0.008182056126656788,5853,Non-OECD
MDA,study_h,7.811730202766594e-4,0.003060453564997625,5980,Non-OECD
MDA,EXERPRAC,-0.033119501189215826,0.0026463629281025095,5972,Non-OECD
MDA,ST297Q01JA,-0.2140558622568617,0.019315464141802588,6098,Non-OECD
MDA,ST297Q03JA,-0.14143521714491594,0.019807321355198262,6098,Non-OECD
MDA,ST297Q05JA,-0.10592204608529204,0.02141122927815893,6098,Non-OECD
MDA,ST297Q06JA,-0.13940894085722158,0.020896025584227467,6098,Non-OECD
MDA,ST297Q07JA,-0.2517472539719355,0.024087739890130407,6098,Non-OECD
MEX,hwk_h,0.030722776224627563,0.006406035097614632,5939,OECD (other)
MEX,study_h,-0.00245854601860921,0.002766081446373784,6195,OECD (other)
MEX,EXERPRAC,-0.031514550090536206,0.0022378907657603308,6178,OECD (other)
MEX,ST297Q01JA,-0.3745966899408888,0.020927621413921814,6072,OECD (other)
MEX,ST297Q03JA,-0.16751680051110251,0.02199166184346565,6072,OECD (other)
MEX,ST297Q05JA,-0.1331671322066614,0.021596589951128977,6072,OECD (other)
MEX,ST297Q06JA,-0.2669750551875635,0.022623992881435462,6072,OECD (other)
MEX,ST297Q07JA,-0.365469675597491,0.024585543733981984,6072,OECD (other)
MKD,hwk_h,-0.012610654268604223,0.008734872804529586,5454,Non-OECD
MKD,study_h,0.022929632549877624,0.003134081291920897,5877,Non-OECD
MKD,EXERPRAC,-0.005073168900293934,0.0027343030118717896,5853,Non-OECD
MKD,ST297Q01JA,-0.2533270414056577,0.021023564267443486,6283,Non-OECD
MKD,ST297Q03JA,-0.1582554097125692,0.02199685543267333,6283,Non-OECD
MKD,ST297Q05JA,-0.17508116863856416,0.02262480012375169,6283,Non-OECD
MKD,ST297Q06JA,-0.14575333901647486,0.02145188584229479,6283,Non-OECD
MKD,ST297Q07JA,-0.2760007429426597,0.023251835486602382,6283,Non-OECD
MLT,hwk_h,0.00970179990157259,0.015458508793483533,2800,Non-OECD
MLT,study_h,0.01117749409785287,0.005744246081197902,2876,Non-OECD
MLT,EXERPRAC,-0.06221500617643572,0.005096104910132003,2871,Non-OECD
MLT,ST297Q01JA,-0.3837477618420428,0.04004936695534229,2912,Non-OECD
MLT,ST297Q03JA,-0.24120892748817882,0.04025319217338537,2912,Non-OECD
MLT,ST297Q05JA,-0.16955024199849938,0.04263418905946053,2912,Non-OECD
MLT,ST297Q06JA,-0.2216201673977572,0.03822656667276194,2912,Non-OECD
MLT,ST297Q07JA,-0.1456513708572017,0.03958578109761065,2912,Non-OECD
MNE,hwk_h,0.026176864234477515,0.009348129647397143,5102,Non-OECD
MNE,study_h,0.02702876856499908,0.0032382400981747685,5365,Non-OECD
MNE,EXERPRAC,-0.018406727139045256,0.0029783831777944964,5365,Non-OECD
MNE,ST297Q01JA,-0.04292669320557398,0.022061826593899523,5534,Non-OECD
MNE,ST297Q03JA,-0.19475666892989843,0.024999241797601504,5534,Non-OECD
MNE,ST297Q05JA,0.03108899819761358,0.023701463692315454,5534,Non-OECD
MNE,ST297Q06JA,-0.08057109506539714,0.023627505610998734,5534,Non-OECD
MNE,ST297Q07JA,-0.27581959188903965,0.028081152717501376,5534,Non-OECD
MNG,hwk_h,0.028913091976518708,0.007082171485829588,6596,Non-OECD
MNG,study_h,0.012539576372743423,0.0030637170591721794,6837,Non-OECD
MNG,EXERPRAC,-0.03555893450709475,0.002537059262139871,6825,Non-OECD
MNG,ST297Q01JA,-0.3739576529469188,0.022437105944439855,6913,Non-OECD
MNG,ST297Q03JA,-0.1552831253070465,0.02267981416708776,6913,Non-OECD
MNG,ST297Q05JA,-0.15423406627445663,0.02205869119308973,6913,Non-OECD
MNG,ST297Q06JA,-0.17659517695362834,0.022475031721534085,6913,Non-OECD
MNG,ST297Q07JA,-0.046092303682125677,0.021203520468989035,6913,Non-OECD
MYS,hwk_h,0.05631447142905027,0.006496034725900499,6608,Non-OECD
MYS,study_h,0.030100999965276442,0.00266126971990502,6879,Non-OECD
MYS,EXERPRAC,-0.022000212817111293,0.00235123341085682,6870,Non-OECD
MYS,ST297Q01JA,-0.20958974473213782,0.016177946267373455,6691,Non-OECD
MYS,ST297Q03JA,-0.027125821267366002,0.01665536440427089,6691,Non-OECD
MYS,ST297Q05JA,0.02199221097475937,0.01682505437078325,6691,Non-OECD
MYS,ST297Q06JA,-0.04889014491534742,0.01643706550843452,6691,Non-OECD
MYS,ST297Q07JA,-0.17795164728246324,0.019019877873161787,6691,Non-OECD
NLD,hwk_h,0.03147930928110448,0.016228317609798103,4453,OECD (other)
NLD,study_h,-0.005607238936807147,0.005340887208241591,4614,OECD (other)
NLD,EXERPRAC,-0.059888290068123774,0.004757331595447608,4613,OECD (other)
NLD,ST297Q01JA,-0.49098076345301994,0.04267945635053885,4527,OECD (other)
NLD,ST297Q03JA,-0.7426948341215588,0.05418786638489777,4527,OECD (other)
NLD,ST297Q05JA,0.02699113664105307,0.03670346992477377,4527,OECD (other)
NLD,ST297Q06JA,-0.6038382731862416,0.044883597100330255,4527,OECD (other)
NLD,ST297Q07JA,-0.3150487007164737,0.04720324295627047,4527,OECD (other)
NZL,hwk_h,0.047809057291331045,0.016817631954065288,3949,OECD (other)
NZL,study_h,0.02041733954796661,0.004805219485066729,4265,OECD (other)
NZL,EXERPRAC,-0.04923478649971104,0.004169006344858527,4268,OECD (other)
NZL,ST297Q01JA,-0.20225869714896863,0.03654135540733046,4221,OECD (other)
NZL,ST297Q03JA,-0.08825761119758226,0.035276201135276956,4221,OECD (other)
NZL,ST297Q05JA,0.09735827002724236,0.03928308608974926,4221,OECD (other)
NZL,ST297Q06JA,-0.15442279838760187,0.035146994167577744,4221,OECD (other)
NZL,ST297Q07JA,-0.19989176273227055,0.04736812749477698,4221,OECD (other)
PAN,hwk_h,0.013859583855174494,0.007145207922797892,2956,Non-OECD
PAN,study_h,0.011051527725911595,0.0030788697747705135,3732,Non-OECD
PAN,EXERPRAC,-0.01452913015289121,0.002497202687154309,3667,Non-OECD
PAN,ST297Q01JA,-0.17724310237738095,0.023694393686558433,2892,Non-OECD
PAN,ST297Q03JA,-0.1172784359622926,0.02764434732241835,2892,Non-OECD
PAN,ST297Q05JA,-0.01843460034358262,0.026403289319628587,2892,Non-OECD
PAN,ST297Q06JA,-0.07260109946647587,0.026448627044371304,2892,Non-OECD
PAN,ST297Q07JA,-0.2083628020404566,0.03309609945875255,2892,Non-OECD
PER,hwk_h,0.03723430521314663,0.0067650483918470896,6053,Non-OECD
PER,study_h,0.0073275318868703965,0.002894354780200573,6702,Non-OECD
PER,EXERPRAC,-0.03648467986289158,0.00235316486150033,6691,Non-OECD
PER,ST297Q01JA,-0.36373072446315785,0.01969201588438478,5433,Non-OECD
PER,ST297Q03JA,-0.15964340117822787,0.0223405385582025,5433,Non-OECD
PER,ST297Q05JA,-0.038295241164794956,0.02103552404279203,5433,Non-OECD
PER,ST297Q06JA,-0.2176487355137648,0.020075815522229857,5433,Non-OECD
PER,ST297Q07JA,-0.2997902359965973,0.023689618757144777,5433,Non-OECD
PHL,hwk_h,0.024114294927993905,0.00493510931888306,6765,Non-OECD
PHL,study_h,0.014018739751498165,0.002226460117319843,6989,Non-OECD
PHL,EXERPRAC,-0.016866463920900833,0.0018993938703284702,6952,Non-OECD
PHL,ST297Q01JA,-0.32262987953562444,0.013202067147053806,6915,Non-OECD
PHL,ST297Q03JA,-0.09222221565089696,0.013477880653712207,6915,Non-OECD
PHL,ST297Q05JA,-0.02654780864622104,0.013960515983066775,6915,Non-OECD
PHL,ST297Q06JA,-0.16022109985444558,0.013428002444660426,6915,Non-OECD
PHL,ST297Q07JA,-0.2513935871014255,0.014222124591482678,6915,Non-OECD
POL,hwk_h,-0.03190119574543337,0.00972035260897042,5582,OECD (other)
POL,study_h,-0.010085779768229705,0.0035739392543739177,5753,OECD (other)
POL,EXERPRAC,-0.05558964208386576,0.0032340523169588267,5752,OECD (other)
POL,ST297Q01JA,-0.21839184378575116,0.023483590050007302,5752,OECD (other)
POL,ST297Q03JA,-0.06731736128532281,0.023161071697438706,5752,OECD (other)
POL,ST297Q05JA,-0.08422150731134989,0.02653626287383238,5752,OECD (other)
POL,ST297Q06JA,-0.3674682046078375,0.033026948614917624,5752,OECD (other)
POL,ST297Q07JA,-0.3502841918990398,0.036017629989750825,5752,OECD (other)
PRT,hwk_h,-0.0027327831583695054,0.009235762575398763,6081,OECD (other)
PRT,study_h,-0.009330648217660484,0.003024042911774912,6597,OECD (other)
PRT,EXERPRAC,-0.04599926267611583,0.002786126862790522,6599,OECD (other)
PRT,ST297Q01JA,-0.011330803058878831,0.020605314735990008,6556,OECD (other)
PRT,ST297Q03JA,-0.10951755289034712,0.028461155541758404,6556,OECD (other)
PRT,ST297Q05JA,-0.2010015660735072,0.033700232537878176,6556,OECD (other)
PRT,ST297Q06JA,0.09893577783217278,0.01936207596158893,6556,OECD (other)
PRT,ST297Q07JA,-0.24949173667380867,0.03487034078713414,6556,OECD (other)
PRY,hwk_h,-0.019833615940449283,0.007714868676154135,4419,Non-OECD
PRY,study_h,0.01806809402130886,0.0032729140761945585,4690,Non-OECD
PRY,EXERPRAC,-0.014934490306751869,0.002624804733294123,4575,Non-OECD
PRY,ST297Q01JA,-0.2507158434460681,0.022128197294593602,4905,Non-OECD
PRY,ST297Q03JA,-0.05631957459099913,0.02941528936352396,4905,Non-OECD
PRY,ST297Q05JA,0.06594308678031961,0.027688667372970814,4905,Non-OECD
PRY,ST297Q06JA,0.048976587716120304,0.02376201765312121,4905,Non-OECD
PRY,ST297Q07JA,-0.22471673809408735,0.030047160141288498,4905,Non-OECD
PSE,hwk_h,-0.05170153930463978,0.00566654975544886,6743,Non-OECD
PSE,study_h,0.02127204720283507,0.00222103618904514,7082,Non-OECD
PSE,EXERPRAC,-0.009927617212811693,0.0019104306874426968,7078,Non-OECD
PSE,ST297Q01JA,-0.254401963249746,0.014000861467218278,7454,Non-OECD
PSE,ST297Q03JA,-0.12353484725738678,0.013587745605004527,7454,Non-OECD
PSE,ST297Q05JA,-0.04122648024783486,0.013746687118688046,7454,Non-OECD
PSE,ST297Q06JA,-0.22447120681390617,0.015591709264122183,7454,Non-OECD
PSE,ST297Q07JA,-0.2602991072111615,0.01639369383764272,7454,Non-OECD
QAT,hwk_h,-0.026003107472159188,0.008330695918512954,5903,Non-OECD
QAT,study_h,0.0017171016742426968,0.003185398270718187,6505,Non-OECD
QAT,EXERPRAC,-0.030932092684822925,0.0029729175933114822,6493,Non-OECD
QAT,ST297Q01JA,-0.2685540531128025,0.020516844863101503,6829,Non-OECD
QAT,ST297Q03JA,-0.13236484871275866,0.020943822635891823,6829,Non-OECD
QAT,ST297Q05JA,-0.027358083306371836,0.021329128449030926,6829,Non-OECD
QAT,ST297Q06JA,-0.10069759832080509,0.02168863562299498,6829,Non-OECD
QAT,ST297Q07JA,-0.31785908070837504,0.024033131915465893,6829,Non-OECD
QAZ,hwk_h,0.07111381330156914,0.008244964030015888,4228,Non-OECD
QAZ,study_h,0.03670345901161474,0.0029898077099301617,5666,Non-OECD
QAZ,EXERPRAC,-0.023043183470277572,0.0030197143501253455,5615,Non-OECD
QAZ,ST297Q01JA,0.16374685657785853,0.026930978545883433,6933,Non-OECD
QAZ,ST297Q03JA,-0.011619268562852673,0.03267894339696065,6933,Non-OECD
QAZ,ST297Q05JA,0.041228828839657804,0.030289521146484727,6933,Non-OECD
QAZ,ST297Q06JA,0.3142704305938646,0.024530553464757465,6933,Non-OECD
QAZ,ST297Q07JA,0.16284481096200348,0.026600569420181606,6933,Non-OECD
QUR,hwk_h,0.05333702024433373,0.012264720116026369,3320,Non-OECD
QUR,study_h,0.013721241689573446,0.004810463183259165,3512,Non-OECD
QUR,EXERPRAC,-0.009857192834718679,0.004006956343367898,3510,Non-OECD
QUR,ST297Q01JA,-0.08271228298619289,0.0325010071027803,3428,Non-OECD
QUR,ST297Q03JA,0.06265032213365299,0.028631785472844656,3428,Non-OECD
QUR,ST297Q05JA,0.05389873369283125,0.029569900410189986,3428,Non-OECD
QUR,ST297Q06JA,-0.3845397225707351,0.04411323697761765,3428,Non-OECD
QUR,ST297Q07JA,-0.27470761563611124,0.04691539302596329,3428,Non-OECD
ROU,hwk_h,0.05726255720731403,0.00792162881202655,6884,Non-OECD
ROU,study_h,0.023825192318686458,0.0030070896733661355,7124,Non-OECD
ROU,EXERPRAC,-0.03555841075497282,0.002685800165529481,7087,Non-OECD
ROU,ST297Q01JA,-0.15454094941025498,0.02248539542583469,7089,Non-OECD
ROU,ST297Q03JA,0.09383187571704452,0.021511440361940668,7089,Non-OECD
ROU,ST297Q05JA,-0.07144129919456699,0.02396470711331786,7089,Non-OECD
ROU,ST297Q06JA,-0.12588473835409983,0.02661769105321693,7089,Non-OECD
ROU,ST297Q07JA,-0.49196234610407097,0.03225572022680171,7089,Non-OECD
SAU,hwk_h,-0.066394751701934,0.006901278799708692,6154,Non-OECD
SAU,study_h,0.010726678037915912,0.0025858115271910954,6462,Non-OECD
SAU,EXERPRAC,-0.018655254627883984,0.0020509299606844347,6457,Non-OECD
SAU,ST297Q01JA,-0.24745210371181015,0.0165119847654706,6648,Non-OECD
SAU,ST297Q03JA,-0.15441960129710433,0.01517483244849408,6648,Non-OECD
SAU,ST297Q05JA,2.0343791112228515e-4,0.015283633903656708,6648,Non-OECD
SAU,ST297Q06JA,-0.17804831108104427,0.016766242526130216,6648,Non-OECD
SAU,ST297Q07JA,-0.29429707584263315,0.018245627092305546,6648,Non-OECD
SGP,hwk_h,0.06355360465415474,0.0106067274663448,6524,East Asia
SGP,study_h,-0.003328531224612631,0.004141767569015188,6546,East Asia
SGP,EXERPRAC,-0.08741738179674807,0.0039012020649487706,6545,East Asia
SGP,ST297Q01JA,-0.340918010390146,0.024537131916525387,6528,East Asia
SGP,ST297Q03JA,-0.1995778148688334,0.029420156128637673,6528,East Asia
SGP,ST297Q05JA,-0.02661386720619418,0.02924226364561965,6528,East Asia
SGP,ST297Q06JA,-0.26705700076247574,0.024033841347570865,6528,East Asia
SGP,ST297Q07JA,-0.2644417253391162,0.033981219106174014,6528,East Asia
SLV,hwk_h,0.0156536278661505,0.004817737101600217,5672,Non-OECD
SLV,study_h,0.00969585640622543,0.0021656233228932575,5982,Non-OECD
SLV,EXERPRAC,-0.015467924520255716,0.00179313708664766,5855,Non-OECD
SLV,ST297Q01JA,-0.14273699359797637,0.013213830739213919,6353,Non-OECD
SLV,ST297Q03JA,-0.01818970274247618,0.013830038584807856,6353,Non-OECD
SLV,ST297Q05JA,0.013343359176136386,0.013789318112289388,6353,Non-OECD
SLV,ST297Q06JA,-0.040407552427105496,0.013900844746090048,6353,Non-OECD
SLV,ST297Q07JA,-0.12095697908122746,0.015370317495231467,6353,Non-OECD
SRB,hwk_h,-0.005553675913797661,0.010592109563999213,5875,Non-OECD
SRB,study_h,0.0367565981288526,0.003403119047062591,6168,Non-OECD
SRB,EXERPRAC,-0.023238933893886784,0.002803846193935622,6159,Non-OECD
SRB,ST297Q01JA,-0.14247326771105612,0.022243876463538925,6203,Non-OECD
SRB,ST297Q03JA,-0.10973043003214668,0.026008252414899718,6203,Non-OECD
SRB,ST297Q05JA,-0.09458696108140681,0.025661056145686884,6203,Non-OECD
SRB,ST297Q06JA,-0.2654225756298864,0.03018436846808766,6203,Non-OECD
SRB,ST297Q07JA,-0.5431375059486457,0.036408880880429755,6203,Non-OECD
SVK,hwk_h,-0.08536079939765963,0.011250315859364148,5286,OECD (other)
SVK,study_h,-0.005241791854773542,0.0036658686918653793,5507,OECD (other)
SVK,EXERPRAC,-0.044667891489523714,0.0032764584947741057,5498,OECD (other)
SVK,ST297Q01JA,-0.4965387098458121,0.02893752251581663,5502,OECD (other)
SVK,ST297Q03JA,-0.32375199124540127,0.027846075891576817,5502,OECD (other)
SVK,ST297Q05JA,-0.1582701371932126,0.02860734323008485,5502,OECD (other)
SVK,ST297Q06JA,-0.40116223438141896,0.032499114530039834,5502,OECD (other)
SVK,ST297Q07JA,-0.3456226818496202,0.030598316178974804,5502,OECD (other)
SVN,hwk_h,-0.07493709085707363,0.009831489480193287,6181,OECD (other)
SVN,study_h,-0.019116086425606818,0.0038322487416927405,6336,OECD (other)
SVN,EXERPRAC,-0.04219304593257986,0.0031847625531215345,6340,OECD (other)
SVN,ST297Q01JA,-0.4445675478788643,0.02330465423781167,6279,OECD (other)
SVN,ST297Q03JA,-0.2553057747954689,0.02537782612290695,6279,OECD (other)
SVN,ST297Q05JA,-0.2039946991129266,0.023232265235048438,6279,OECD (other)
SVN,ST297Q06JA,-0.13041576176846292,0.02554770939771549,6279,OECD (other)
SVN,ST297Q07JA,-0.42237926815847343,0.03674440410784567,6279,OECD (other)
SWE,hwk_h,-0.18030851130497627,0.013948913630211578,5478,Nordic
SWE,study_h,-0.05881921474457962,0.004024661888859518,5749,Nordic
SWE,EXERPRAC,-0.0420206394190143,0.0034723443971305117,5747,Nordic
SWE,ST297Q01JA,-0.512711282096927,0.029920556938612876,5644,Nordic
SWE,ST297Q03JA,-0.3462497230484321,0.0320704267283785,5644,Nordic
SWE,ST297Q05JA,-0.27886491522577883,0.03449096503783943,5644,Nordic
SWE,ST297Q06JA,-0.5263756425439965,0.03415089134298486,5644,Nordic
SWE,ST297Q07JA,-0.21379120803889273,0.03284199718295099,5644,Nordic
TAP,hwk_h,0.15664478528978112,0.01399406289975531,5742,East Asia
TAP,study_h,0.035009381977212047,0.004201225706588697,5776,East Asia
TAP,EXERPRAC,-0.08720703651147947,0.0040142494240567915,5778,East Asia
TAP,ST297Q01JA,-0.43742560571362,0.0447481091567593,5778,East Asia
TAP,ST297Q03JA,-0.4203117333150649,0.04708667642656557,5778,East Asia
TAP,ST297Q05JA,-0.2069281709792285,0.04850468797164928,5778,East Asia
TAP,ST297Q06JA,-0.03428573949783734,0.03822453017871291,5778,East Asia
TAP,ST297Q07JA,0.42446893552887494,0.03144615050977552,5778,East Asia
THA,hwk_h,0.028074750988198116,0.006457910455974688,8222,Non-OECD
THA,study_h,0.013264722892912808,0.0024012672305185226,8338,Non-OECD
THA,EXERPRAC,-0.02220387625428502,0.0021900337920510516,8343,Non-OECD
THA,ST297Q01JA,-0.375836899821522,0.016450502224057913,8341,Non-OECD
THA,ST297Q03JA,-0.1532390588552585,0.015711859487767613,8341,Non-OECD
THA,ST297Q05JA,-0.18048848684250532,0.01583034723554745,8341,Non-OECD
THA,ST297Q06JA,-0.2684986317918876,0.01596443087330087,8341,Non-OECD
THA,ST297Q07JA,-0.35458552731193593,0.01656285857091961,8341,Non-OECD
TUR,hwk_h,0.06502938316401714,0.008573170191589827,7109,OECD (other)
TUR,study_h,0.0035883813588758915,0.0031356728662903107,7208,OECD (other)
TUR,EXERPRAC,-0.031685119119409584,0.0028981412448788745,7207,OECD (other)
TUR,ST297Q01JA,-0.3503471117512514,0.030197642801425003,7186,OECD (other)
TUR,ST297Q03JA,-0.2531521962425781,0.023410157564672938,7186,OECD (other)
TUR,ST297Q05JA,-0.09836598358705373,0.022871774685272416,7186,OECD (other)
TUR,ST297Q06JA,-0.287555424864704,0.027596952596475516,7186,OECD (other)
TUR,ST297Q07JA,-0.20053502833090675,0.032089921347233305,7186,OECD (other)
URY,hwk_h,-0.027955099189662744,0.007929549194548509,5279,Non-OECD
URY,study_h,-0.020051394503739613,0.002758262487608044,6043,Non-OECD
URY,EXERPRAC,-0.02835535109805334,0.0023892041032358585,6008,Non-OECD
URY,ST297Q01JA,-0.30176761526336765,0.021427286946903434,6138,Non-OECD
URY,ST297Q03JA,-0.28604862701939276,0.02823755425482975,6138,Non-OECD
URY,ST297Q05JA,-0.1860175036531093,0.027702236384873187,6138,Non-OECD
URY,ST297Q06JA,-0.08937890819610214,0.021911002833281595,6138,Non-OECD
URY,ST297Q07JA,-0.286483126199151,0.030837342034768577,6138,Non-OECD
USA,hwk_h,-0.03390990322305056,0.0145016153010972,3948,OECD (other)
USA,study_h,0.005037149066559631,0.004587913929133348,4025,OECD (other)
USA,EXERPRAC,-0.04614703225710784,0.0038562129800250844,4024,OECD (other)
USA,ST297Q01JA,-0.4427017205115262,0.03696399494977298,3998,OECD (other)
USA,ST297Q03JA,-0.1979518833543741,0.03779579867470601,3998,OECD (other)
USA,ST297Q05JA,0.035907256049476505,0.03592848316196459,3998,OECD (other)
USA,ST297Q06JA,-0.17655155581563223,0.03168517957496371,3998,OECD (other)
USA,ST297Q07JA,-0.4346735030394831,0.04670457810643659,3998,OECD (other)
UZB,hwk_h,-0.010321872356118736,0.005457405235020576,6274,Non-OECD
UZB,study_h,0.03200081416335532,0.0022951038534169193,6910,Non-OECD
UZB,EXERPRAC,-0.006794074418816806,0.002002187638459243,6832,Non-OECD
UZB,ST297Q01JA,-0.12643844676040983,0.015904752480019532,6626,Non-OECD
UZB,ST297Q03JA,-0.024313895163126306,0.015949057456721753,6626,Non-OECD
UZB,ST297Q05JA,-0.01764365944762151,0.016396654051432726,6626,Non-OECD
UZB,ST297Q06JA,-0.03864907535848739,0.01662397495051467,6626,Non-OECD
UZB,ST297Q07JA,0.04917636820828938,0.016105058047288123,6626,Non-OECD
VNM,hwk_h,0.12627186803793902,0.009153964032596346,5970,East Asia
VNM,study_h,0.02711990516266979,0.0035879183663217397,6012,East Asia
VNM,EXERPRAC,-0.026654833161271617,0.002739194519721124,6010,East Asia
VNM,ST297Q01JA,-0.361687923495238,0.03272661280528425,6020,East Asia
VNM,ST297Q03JA,-0.08160989333555332,0.02280833638211762,6020,East Asia
VNM,ST297Q05JA,-0.007931975573724142,0.026046917687264307,6020,East Asia
VNM,ST297Q06JA,-0.05423658774622143,0.02292358557731155,6020,East Asia
VNM,ST297Q07JA,-0.038393555326581036,0.024510111362202196,6020,East Asia
