country,construct,spec,n,country_mean_x,slope,se,t,region,hwk_mean,slope_p50
KSV,GROSAGR,within-country z,4696,-0.2892087561227377,0.009696349619353471,0.008510741697684144,1.139307238285935,Non-OECD,2.0089491018760146,12.544383612369757
KSV,TEACHSUP,raw WLE,4700,0.1938731154037674,0.007231377939185841,0.007423223069867133,0.9741560870695044,Non-OECD,2.0089491018760146,12.544383612369757
KSV,TEACHSUP,within-country z,4700,0.1938731154037674,0.008349442428241887,0.008570949295568182,0.9741560870695115,Non-OECD,2.0089491018760146,12.544383612369757
KSV,FAMSUP,raw WLE,4213,0.2550122644866313,0.08029818281515888,0.007778340724341824,10.323304887361235,Non-OECD,2.0089491018760146,12.544383612369757
KSV,FAMSUP,within-country z,4213,0.2550122644866313,0.09442745513249694,0.009147017952371437,10.323304887361227,Non-OECD,2.0089491018760146,12.544383612369757
KSV,SDLEFF,raw WLE,3164,-0.06923869237658031,0.06750220751399995,0.010783126581770499,6.259984708712995,Non-OECD,2.0089491018760146,12.544383612369757
KSV,SDLEFF,within-country z,3164,-0.06923869237658031,0.06648686245999974,0.010620930490047305,6.259984708712994,Non-OECD,2.0089491018760146,12.544383612369757
LTU,MATHEFF,raw WLE,6516,-0.3246249595737331,0.3081582645219598,0.008295393147828551,37.14812053273509,OECD (other),1.995000935605318,-1.4434991220311415
LTU,MATHEFF,within-country z,6516,-0.3246249595737331,0.34479609442220605,0.00928165650045121,37.14812053273513,OECD (other),1.995000935605318,-1.4434991220311415
LTU,MATHEF21,raw WLE,6449,0.011225574290819475,0.14775191252576164,0.010594622246070778,13.94593493699677,OECD (other),1.995000935605318,-1.4434991220311415
LTU,MATHEF21,within-country z,6449,0.011225574290819475,0.13962650897022394,0.010011986259867925,13.945934936996792,OECD (other),1.995000935605318,-1.4434991220311415
LTU,ANXMAT,raw WLE,6452,0.1813617970576864,-0.20382667278726524,0.008512131960286972,-23.945431501556932,OECD (other),1.995000935605318,-1.4434991220311415
LTU,ANXMAT,within-country z,6452,0.1813617970576864,-0.23282127768727234,0.009722993618725733,-23.945431501556946,OECD (other),1.995000935605318,-1.4434991220311415
LTU,MATHMOT,raw WLE,6539,0.039851789912659974,-1.6463880151531006e-4,0.0503538356974684,-0.0032696377393070667,OECD (other),1.995000935605318,-1.4434991220311415
LTU,MATHMOT,within-country z,6539,0.039851789912659974,-3.220514437267605e-5,0.00984975919061697,-0.0032696377393018057,OECD (other),1.995000935605318,-1.4434991220311415
LTU,CURIOAGR,raw WLE,6703,-0.23495762289829222,0.09940330923661468,0.010695203174151536,9.29419550222808,OECD (other),1.995000935605318,-1.4434991220311415
LTU,CURIOAGR,within-country z,6703,-0.23495762289829222,0.09025441919239013,0.009710837174745695,9.294195502228025,OECD (other),1.995000935605318,-1.4434991220311415
LTU,GROSAGR,raw WLE,6701,-0.1590621380397785,0.054683255880015755,0.010496519513324696,5.2096560017440705,OECD (other),1.995000935605318,-1.4434991220311415
LTU,GROSAGR,within-country z,6701,-0.1590621380397785,0.05056375028541457,0.00970577525051308,5.209656001744075,OECD (other),1.995000935605318,-1.4434991220311415
LTU,TEACHSUP,raw WLE,6683,-0.1871485918610949,0.050165930352440484,0.009130999593479893,5.494023938875444,OECD (other),1.995000935605318,-1.4434991220311415
LTU,TEACHSUP,within-country z,6683,-0.1871485918610949,0.05323288027784363,0.009689233405258783,5.494023938875469,OECD (other),1.995000935605318,-1.4434991220311415
LTU,FAMSUP,raw WLE,6162,0.1382932340638878,-0.0096825390672742,0.009722839848451459,-0.9958550401111793,OECD (other),1.995000935605318,-1.4434991220311415
LTU,FAMSUP,within-country z,6162,0.1382932340638878,-0.010181200228404031,0.010223576543095468,-0.9958550401111776,OECD (other),1.995000935605318,-1.4434991220311415
LTU,BELONG,raw WLE,6913,-0.0215813057989179,0.062152564665411886,0.009829700362805997,6.322935834401136,OECD (other),1.995000935605318,-1.4434991220311415
LTU,BELONG,within-country z,6913,-0.0215813057989179,0.060906098520977905,0.009632566281885543,6.322935834401104,OECD (other),1.995000935605318,-1.4434991220311415
LTU,SDLEFF,raw WLE,4307,0.1852811739743525,0.0958779642482932,0.012523223386026662,7.6560132557623515,OECD (other),1.995000935605318,-1.4434991220311415
LTU,SDLEFF,within-country z,4307,0.1852811739743525,0.0927111533172474,0.012109586310795313,7.656013255762366,OECD (other),1.995000935605318,-1.4434991220311415
LVA,MATHEFF,raw WLE,4653,-0.6031101407316868,0.30598031187490204,0.009059524746525665,33.7744330343869,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,MATHEFF,within-country z,4653,-0.6031101407316868,0.34359069197482034,0.010173100215331483,33.774433034386924,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,MATHEF21,raw WLE,4589,-0.20581360081329625,0.21327002248587446,0.011985858884302394,17.79347016718087,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,MATHEF21,within-country z,4589,-0.20581360081329625,0.19508881809036982,0.010964068068644679,17.793470167180903,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,ANXMAT,raw WLE,4579,0.23595618303853605,-0.22738356567608273,0.009367995902893084,-24.27238099088629,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,ANXMAT,within-country z,4579,0.23595618303853605,-0.2580023586759348,0.0106294623000854,-24.27238099088624,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,MATHMOT,raw WLE,4702,0.052946945494250615,0.09123480684639698,0.048547684666946,1.879282348319997,OECD (other),1.7695900563636002,-0.5082259237323683
