country,slope_p25,slope_p50,slope_p75,slope_mid,concavity,n_stud,n_school,pv_math_mean,hwk_mean,study_mean,escs_mean,east_asia,nordic,oecd,region,n_schools,schsize_mean,stratio_mean,private_share,abgmath_mean,stubeha_mean,mactiv_mean,edushort_mean,clsize_mean,escs_btw_var,exam_pressure_z,stratification_z,resource_z,pc1_org,pc2_org
QAT,11.920802506539983,11.920802506539983,-2.7070797215660036,7.044841763837987,14.627882228105989,7676,229,414.1062217855216,1.977628505881774,6.037051565930499,0.10747423028135136,0,0,0,Non-OECD,229,1463.360684178631,12.491536141525032,0.47204162505267666,2.5007370824841875,-1.240327327399295,4.003871680293318,-0.9336080110558156,29.73392946882716,0.21377865834812323,5.337434549273816,1.0466358214649962,2.2245167178885787,3.0443699950951086,2.4515389225369955
QAZ,16.63265543661163,10.6548102455273,2.05233630158665,9.779933994575192,14.58031913502498,7720,199,396.8822928708398,2.7596532139073857,6.730170136081799,-0.5093424757669788,0,0,0,Non-OECD,199,1859.033908968466,16.72800126097864,0.00658109271111797,2.22736697561858,-0.8222050263733933,2.9650363865856946,0.262900933255355,28.953557861325606,0.2118921505467571,2.155797778459907,-1.487792738884289,-0.7962978952157889,0.5829068359228224,-0.2894058820710603
QUR,17.10060294792885,13.831957370543762,4.364494920083928,11.765685079518846,12.73610802784492,3876,164,440.8453088892642,2.2212522073973653,7.510264046290243,-0.35106736893698254,0,0,0,Non-OECD,164,620.4384417165113,12.824459277986673,0.02118925562915861,2.3646793488943647,0.26276878777669965,2.703676830246588,0.9097122486190198,24.689426557735175,0.2158138819077391,-0.1182169591241996,-1.3842655296452908,-1.2633494664024991,-0.608522175984767,-1.291218984578561
ROU,13.65358714762766,13.02506092543672,10.37086907797351,12.349839050345963,3.28271806965415,7364,262,427.7599966689727,2.074458692796566,5.620197085964165,-0.36212655566693946,0,0,0,Non-OECD,262,859.794326161044,15.715136944966568,0.00913356864825621,2.184407636270683,-0.0727422138775615,2.6557090130386216,0.17758848313924436,24.69245589995816,0.44463538219850135,-0.08286436379110224,-0.028646733682704095,-0.44710432952996565,-0.754913346293078,-0.4774566335925552
SAU,-3.8262874938725417,-3.8262874938725417,-5.815762839258241,-4.4894459423344415,1.9894753453856993,6928,193,388.781606995968,1.619281628799731,7.548039613476952,-0.2896089240150509,0,0,0,Non-OECD,193,404.6743167153379,11.801665441561234,0.17346666094844332,2.587462696379362,-0.9054968118827776,2.859504078255957,0.240507393878689,32.892129670627014,0.23995279503040295,3.586840331512034,-0.409048778473637,0.1726820935608006,1.163908092871512,0.7770995420460184
SGP,14.009233885191406,14.009233885191406,4.553716729069379,10.85739483315073,9.455517156122028,6606,164,574.6638195932204,2.397777620497072,5.759513949645574,0.3064482318690433,1,0,0,East Asia,164,1221.8596819953368,12.144985669861548,0.08652401889348008,2.141349887015823,-0.87445963748253,3.136859097883931,-1.1334350256783816,33.464880474426344,0.1698297018543187,2.1474543961148047,-1.3157198286441745,2.661065572726628,2.449038391408294,0.19512815285528562
SLV,11.694188650241074,9.5876444699976,3.443603111778202,8.241812077338958,8.250585538462872,6705,290,343.46910097672264,2.390112409890079,7.094308635181003,-1.391598156704186,0,0,0,Non-OECD,290,588.4276611306918,29.85364289689983,0.2099233631074714,2.3991137665037794,0.05620459380127619,1.100495111705576,0.10096908640895244,28.55355607227483,0.617739794181385,-1.3465803237286949,2.1345593146211317,-2.966267416794836,-3.2428809756609867,1.7158774429977128
SRB,6.641317935093923,6.641317935093923,4.849459130048899,6.044031666745582,1.791858805045024,6413,183,439.8766666814575,1.6670594788675626,6.085441467628004,-0.20239388689623117,0,0,0,Non-OECD,183,748.5238552466507,10.972301111374096,0.01922515164767651,2.1301133623343773,-0.23934099183258595,3.620439317086362,0.2994334611588887,26.75144816030241,0.21302553788056483,1.1981383758128652,-1.412225960601287,0.21931324128385604,0.8715658550778458,-1.1823882156186365
SVK,-0.2975719966740371,-0.2975719966740371,-3.27617964855051,-1.2904412139661947,2.978607651876473,5824,288,463.9946184782649,1.5714019999126323,5.070022585385956,-0.3029966638479775,0,0,1,OECD (other),288,434.1287378930821,12.556962207007004,0.11807776878513972,2.076768944466158,-0.3840970598971848,3.218260131498856,0.12451821348402171,21.698615275350427,0.4005714755144245,0.8694645215937647,0.28817908543295717,0.2460266746251873,0.3087112710386975,-0.2239870161617505
SVN,7.6920937351811745,7.6920937351811745,-0.5168338525539298,4.955784539269473,8.208927587735104,6721,345,484.52900864834976,1.7566753265793495,5.127291709536568,0.2258082638351057,0,0,1,OECD (other),345,492.7825409766386,10.66450410526295,0.02552329171457734,1.7724903097361753,-0.2618915706354201,3.497832395631402,-0.3857221978322936,26.50494363424848,0.22759215794126217,-0.2411579494789331,-1.2876339142455038,1.5503878627652554,1.3700565136695881,-1.3442467449345958
SWE,-30.24761312357458,-30.24761312357458,-21.66302225600407,-27.38608283438441,-8.584590867570512,6072,262,481.7660653970073,1.405039039241786,4.028415993195013,0.326591020590031,0,1,1,Nordic,262,463.51038560453014,12.054113384048817,0.1457001257940326,2.338960012627558,0.07274514496448928,1.5294619466577923,-0.6181769722916651,24.224288121669076,0.13747050435760128,-1.1213087089051688,-1.195943182859295,1.7207372310177795,0.7185446780539335,-0.13329435314940133
TAP,47.82373936968304,31.487307223619723,31.487307223619723,36.932784605640826,16.336432146063316,5857,182,547.0941643886058,1.835818432046826,4.979530979756557,-0.18541301096194937,1,0,0,East Asia,182,1880.7837670547196,13.354993839168168,0.303642745834974,1.7546423404971638,-0.1709100991931404,3.1619006599371184,-0.410576103377042,33.352156430905055,0.20672911026241508,-0.9018405132937867,0.09016677736765044,1.0900932892480122,1.1502929192146403,-0.194531343681946
THA,15.956198111724689,12.036857160903764,0.9904124831059562,9.661155918578135,14.965785628618733,8495,279,393.9453559167337,2.185574722430571,5.399248663978697,-1.2310386460231368,0,0,0,Non-OECD,279,1711.7429683566954,20.039882832761567,0.17464595894670176,2.0581711260917053,-0.07233941029642421,3.671192559918724,0.279933144372366,34.54217440892494,0.48760887516275814,0.6005521566298334,1.1352621336178161,-1.4513991042073617,-0.9072797264518474,0.15330274134033814
TUR,20.776499847512017,17.927651452526334,9.08981344040103,15.93132158014646,11.686686407110988,7250,196,453.15176740183233,1.985780510800239,6.003365177107964,-1.1854430482598908,0,0,1,OECD (other),196,721.7574039143356,14.102176202788169,0.12977090188304205,2.0546166303710365,0.04301640857009389,2.542698926683587,-0.5653476431568687,30.157906644208794,0.5053267371113296,-0.9684548571004852,1.0020734218760539,1.237029430703893,-0.2607539078982767,0.07405711548968497
URY,3.5444893218524385,1.241793394007118,-5.156197767146239,-0.12330501709556074,8.700687088998677,6618,222,408.7120663921702,1.988215895770956,5.636925812508203,-0.8328537154717347,0,0,0,Non-OECD,222,888.9586410342941,13.80612962425458,0.14184484069977532,2.2437107393756444,0.09456335037841242,1.763898976521011,0.13381477296297456,27.329148850156,0.44038977503053983,-1.2631865262786965,0.6642600316559611,-0.006400181647757269,-0.92250846708991,0.00984717578205574
USA,3.8349719328900846,3.8349719328900846,2.40995968059849,3.3599678487928863,1.4250122522915945,4552,154,464.888043012123,1.6352099305192875,4.531323268058314,0.05616286857446633,0,0,1,OECD (other),154,1384.655171341299,16.206154357225802,0.04552590285414333,2.376149160222345,0.1244235741684394,2.7475273683715407,-0.6554583029014486,25.801156024204253,0.2656004108504916,0.2932449232620151,-0.9431958850153443,1.008401895639984,0.295900415094385,-0.18686483581850585
UZB,5.6065917106681695,5.32675818860173,4.094741708500408,5.009363869256769,1.511850002167762,7293,202,363.93537468143256,2.2235427649990847,7.6166443439267,-0.6886793689979404,0,0,0,Non-OECD,202,840.9676035364565,13.730957858977265,0.00156580298399,2.1527102409401193,0.05620459380127619,4.496227083821707,0.6059498214380096,31.363017526796007,0.1702959740976618,1.6056381706534386,-1.7732827880161866,-0.869554417922176,0.5451833250668914,-1.5998154921976173
VNM,27.72188517929976,23.458920450950018,11.014550262635453,20.73178529762841,16.70733491666431,6068,178,469.4024274813042,2.221502588308096,8.054722901714175,-1.2884180884607053,1,0,0,East Asia,178,1265.3024069222529,19.396196861273857,0.08312445714508691,2.2850006680757136,-0.25527324335768264,2.921299839259544,0.1088965453870979,41.25385984014715,0.5204568418623784,1.0203847004089783,0.8432143914044667,-1.012412674277633,-0.9892397808504727,0.4196704031203239
