country,trim_pct,n,slope,se,t,region,hwk_mean,slope_p50
JAM,25,2088,-2.723312178070241,1.017324975821944,-2.676934355091352,Non-OECD,2.232627723331449,11.118882483916366
JAM,30,1949,-2.840733010029798,1.0532940499649515,-2.6969990100336405,Non-OECD,2.232627723331449,11.118882483916366
JOR,0,6372,-2.6586201743524964,0.4935251114368035,-5.387000808555485,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,5,6053,-2.6348314849012495,0.5089270509793069,-5.177228209487301,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,10,5734,-2.778978480470702,0.5269773121899661,-5.273430973568988,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,15,5416,-2.795668966855084,0.5429958191839723,-5.148601274787871,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,20,5097,-2.8963024655579273,0.564291369019397,-5.1326364792554,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,25,4779,-3.033886389554527,0.5828810821446538,-5.204983456302338,Non-OECD,2.084916711686655,-0.3510327499241157
JOR,30,4460,-3.2870347722000752,0.6087998417621155,-5.399204380024234,Non-OECD,2.084916711686655,-0.3510327499241157
KAZ,0,19242,1.1409642866131549,0.4979037123627766,2.2915360104442026,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,5,18279,1.2956378897288965,0.5126857060791419,2.5271582069988363,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,10,17318,1.3038975935426427,0.5279112724147327,2.4699180746386618,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,15,16355,1.4857198000611687,0.5460371266861744,2.7209135193385134,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,20,15393,1.4487040459399914,0.5695887363003199,2.5434211626968537,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,25,14432,1.6150443258403115,0.5915009732269882,2.7304170220199095,Non-OECD,1.9329348074541597,8.533505112121588
KAZ,30,13469,1.5272230919689245,0.6157204648077604,2.4803838417905313,Non-OECD,1.9329348074541597,8.533505112121588
KHM,0,4777,-0.6605581274750499,0.7818217336655261,-0.8448960920772326,Non-OECD,2.290104860018195,4.494874646425615
KHM,5,4538,-0.5351237131812598,0.8008474504007355,-0.6681968119065493,Non-OECD,2.290104860018195,4.494874646425615
KHM,10,4299,-0.5486129974642008,0.8263852319280587,-0.6638707666450173,Non-OECD,2.290104860018195,4.494874646425615
KHM,15,4060,-0.7108102022401387,0.8567795361935661,-0.8296302283292986,Non-OECD,2.290104860018195,4.494874646425615
KHM,20,3821,-0.6154884956833276,0.8875116534153047,-0.6934990580853976,Non-OECD,2.290104860018195,4.494874646425615
KHM,25,3583,-0.7274022747659478,0.9250544737445766,-0.7863345299239058,Non-OECD,2.290104860018195,4.494874646425615
KHM,30,3344,-0.7879489833197045,0.9571198775875271,-0.8232500460713165,Non-OECD,2.290104860018195,4.494874646425615
KOR,0,6308,17.35586798902616,0.8793130152916039,19.737986004074425,East Asia,2.8306867358374466,13.76158776921477
KOR,5,5992,17.562995466097842,0.9063328116752719,19.378086327509514,East Asia,2.8306867358374466,13.76158776921477
KOR,10,5677,17.34304201723819,0.9288317334839312,18.671887912557224,East Asia,2.8306867358374466,13.76158776921477
KOR,15,5361,17.26646434366511,0.9563546243887142,18.054457942001946,East Asia,2.8306867358374466,13.76158776921477
KOR,20,5046,16.852778379056776,0.979836457518609,17.199582899513317,East Asia,2.8306867358374466,13.76158776921477
KOR,25,4731,16.10472358985945,1.0134224211625025,15.891422227846146,East Asia,2.8306867358374466,13.76158776921477
KOR,30,4415,15.815894591611992,1.0416027988811205,15.184189797302071,East Asia,2.8306867358374466,13.76158776921477
KSV,0,5005,1.4535882094565522,0.629929740463891,2.307540216129667,Non-OECD,2.0089491018760146,12.544383612369757
KSV,5,4754,1.7485728788205979,0.6518589784942096,2.6824404303823366,Non-OECD,2.0089491018760146,12.544383612369757
KSV,10,4504,2.0343061685519164,0.6742781748118246,3.017013221760654,Non-OECD,2.0089491018760146,12.544383612369757
KSV,15,4254,2.1369261780271147,0.6881576095272266,3.105285981644832,Non-OECD,2.0089491018760146,12.544383612369757
KSV,20,4004,2.0153042759423783,0.7098212160977929,2.839171653703751,Non-OECD,2.0089491018760146,12.544383612369757
KSV,25,3754,2.25406495414855,0.7364852759282834,3.060570289484027,Non-OECD,2.0089491018760146,12.544383612369757
KSV,30,3503,2.4003369160157337,0.7552901022349903,3.1780330616181263,Non-OECD,2.0089491018760146,12.544383612369757
LTU,0,6746,-5.020797272795757,0.8944437726555534,-5.613317937123416,OECD (other),1.995000935605318,-1.4434991220311415
LTU,5,6408,-5.627848155080273,0.9206429670500034,-6.112954051138268,OECD (other),1.995000935605318,-1.4434991220311415
LTU,10,6071,-5.5809956488603945,0.9472932487985182,-5.891518445781121,OECD (other),1.995000935605318,-1.4434991220311415
LTU,15,5734,-5.636592603984286,0.9761317433103655,-5.774417892475101,OECD (other),1.995000935605318,-1.4434991220311415
LTU,20,5397,-6.224520842738359,1.006764978753965,-6.182695042136064,OECD (other),1.995000935605318,-1.4434991220311415
LTU,25,5059,-6.198741981802656,1.0320672357115996,-6.006141622671209,OECD (other),1.995000935605318,-1.4434991220311415
LTU,30,4722,-6.348680969426119,1.0666804737343205,-5.951811367841156,OECD (other),1.995000935605318,-1.4434991220311415
LVA,0,4909,-7.596013761131509,0.9998906442311484,-7.596844519904829,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,5,4663,-8.116355771836329,1.0232632079466526,-7.93183582562608,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,10,4418,-8.110855234219548,1.0515260570841334,-7.713413452359737,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,15,4172,-8.188350867336736,1.0908066823304192,-7.506692982337617,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,20,3927,-8.247737447983447,1.1178006645650849,-7.37854047634914,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,25,3682,-8.251822725517343,1.1596302264503044,-7.1159086209546745,OECD (other),1.7695900563636002,-0.5082259237323683
LVA,30,3436,-8.084299479838231,1.1992620943404568,-6.7410614560316375,OECD (other),1.7695900563636002,-0.5082259237323683
MAC,0,4348,-3.3640166510334386,1.1185032101427508,-3.0076057185424623,East Asia,2.1435891530412836,4.48547272173505
MAC,5,4130,-3.451139947190708,1.156627241323162,-2.9837961824612242,East Asia,2.1435891530412836,4.48547272173505
MAC,10,3913,-3.893312363218259,1.1846649930534627,-3.2864247580940864,East Asia,2.1435891530412836,4.48547272173505
MAC,15,3695,-4.4474864213988425,1.2204519085683205,-3.6441308257824514,East Asia,2.1435891530412836,4.48547272173505
MAC,20,3478,-4.593266827909107,1.2529552387869531,-3.6659464645808675,East Asia,2.1435891530412836,4.48547272173505
MAC,25,3261,-4.749288597034998,1.293367066304358,-3.6720345838134905,East Asia,2.1435891530412836,4.48547272173505
MAC,30,3044,-4.830396141244569,1.3382178048500446,-3.6095739600369794,East Asia,2.1435891530412836,4.48547272173505
MAR,0,5414,1.3069446133773535,0.44121093869935135,2.9621763622409367,Non-OECD,2.4522029255162527,6.087080724651173
MAR,5,5143,1.2680299353807318,0.45572341014656315,2.7824551189348083,Non-OECD,2.4522029255162527,6.087080724651173
MAR,10,4872,1.3257526811559186,0.47025356481477615,2.8192294122812385,Non-OECD,2.4522029255162527,6.087080724651173
MAR,15,4602,1.3295809246814867,0.4839065704925526,2.7475984120822123,Non-OECD,2.4522029255162527,6.087080724651173
MAR,20,4331,1.5081834386617181,0.49985219372073314,3.017258816922065,Non-OECD,2.4522029255162527,6.087080724651173
MAR,25,4060,1.4539081077997131,0.5197802054230748,2.797159438990766,Non-OECD,2.4522029255162527,6.087080724651173
MAR,30,3790,1.5960032154601118,0.5407310258960816,2.951565822980599,Non-OECD,2.4522029255162527,6.087080724651173
MDA,0,5853,-1.1454640679729058,0.7667107892676845,-1.4939975855393706,Non-OECD,1.9948904277358837,6.420118140906311
MDA,5,5560,-1.0410527607084765,0.7981410838798841,-1.3043467899782355,Non-OECD,1.9948904277358837,6.420118140906311
MDA,10,5267,-1.213883743829919,0.8201078005367802,-1.4801514423291706,Non-OECD,1.9948904277358837,6.420118140906311
MDA,15,4975,-1.7202244360515058,0.8426700637487474,-2.0413973511754087,Non-OECD,1.9948904277358837,6.420118140906311
MDA,20,4682,-1.503665557084776,0.8825151850620973,-1.7038410018734942,Non-OECD,1.9948904277358837,6.420118140906311
MDA,25,4390,-1.4572839409085778,0.9128631080220656,-1.5963882515376584,Non-OECD,1.9948904277358837,6.420118140906311
MDA,30,4097,-1.2520994927972542,0.945521175511011,-1.3242426771886433,Non-OECD,1.9948904277358837,6.420118140906311
MEX,0,5939,2.8789198757676493,0.6002863033127945,4.795911317449325,OECD (other),2.3595051499090336,11.211850721392864
MEX,5,5642,2.99588943834491,0.62098538269623,4.82441217108394,OECD (other),2.3595051499090336,11.211850721392864
MEX,10,5345,3.014596475477165,0.6414048179942756,4.699990381899609,OECD (other),2.3595051499090336,11.211850721392864
MEX,15,5048,2.9320362987360618,0.6702653590820519,4.3744410463813495,OECD (other),2.3595051499090336,11.211850721392864
MEX,20,4751,2.9209047902755105,0.6948891764847035,4.203410974181159,OECD (other),2.3595051499090336,11.211850721392864
MEX,25,4454,2.946055906385306,0.7231540437650278,4.073898129708252,OECD (other),2.3595051499090336,11.211850721392864
MEX,30,4157,2.5563032783496724,0.7528467113784942,3.395516297957884,OECD (other),2.3595051499090336,11.211850721392864
MKD,0,5454,-1.1816986510228544,0.8185132341361946,-1.4437135549432405,Non-OECD,1.8638921403088031,10.826650649244186
MKD,5,5181,-1.4134150965317691,0.8514307458530754,-1.6600470483546184,Non-OECD,1.8638921403088031,10.826650649244186
MKD,10,4908,-1.5628469357530135,0.8699826563979345,-1.7964116000010917,Non-OECD,1.8638921403088031,10.826650649244186
MKD,15,4636,-1.597318944766025,0.8979323505862117,-1.7788856184134823,Non-OECD,1.8638921403088031,10.826650649244186
MKD,20,4363,-1.5812235299298938,0.9244755077101231,-1.7104006723190546,Non-OECD,1.8638921403088031,10.826650649244186
MKD,25,4090,-1.6051198953309727,0.9662184740685146,-1.6612390866138145,Non-OECD,1.8638921403088031,10.826650649244186
MKD,30,3819,-1.5172364609442532,1.0130719692950907,-1.497659107081965,Non-OECD,1.8638921403088031,10.826650649244186
MLT,0,2800,0.9091204636958705,1.4485607644928302,0.6276025735200494,Non-OECD,1.984520440316532,15.025613203496164
MLT,5,2660,0.6752666013818984,1.4941119532261404,0.4519518098518912,Non-OECD,1.984520440316532,15.025613203496164
MLT,10,2520,0.20479365598422086,1.5214304058127057,0.1346059965686211,Non-OECD,1.984520440316532,15.025613203496164
MLT,15,2380,-0.0010368995763051837,1.5683863205346278,-6.611251084820274e-4,Non-OECD,1.984520440316532,15.025613203496164
MLT,20,2240,-0.07319902104193367,1.6250840728106415,-0.04504322100414985,Non-OECD,1.984520440316532,15.025613203496164
MLT,25,2100,-1.1138711546590054,1.6869662153059461,-0.660280653253625,Non-OECD,1.984520440316532,15.025613203496164
MLT,30,1960,-1.396491228689271,1.7423832306127236,-0.8014833959336163,Non-OECD,1.984520440316532,15.025613203496164
MNE,0,5102,2.4529389589961808,0.8759793075461453,2.800224774564054,Non-OECD,1.803285362292394,17.27764909923809
MNE,5,4846,2.537457860827285,0.8991885079646086,2.8219420492495413,Non-OECD,1.803285362292394,17.27764909923809
MNE,10,4591,2.7361794302677187,0.9258928384452425,2.955179386485272,Non-OECD,1.803285362292394,17.27764909923809
MNE,15,4336,2.674819802568319,0.9584908476341838,2.790657635563764,Non-OECD,1.803285362292394,17.27764909923809
MNE,20,4081,2.4885526385390433,0.9904252830270958,2.5126101697779077,Non-OECD,1.803285362292394,17.27764909923809
MNE,25,3826,2.098665556880097,1.0184604300195608,2.060625523605065,Non-OECD,1.803285362292394,17.27764909923809
MNE,30,3571,1.9492934066920493,1.0496739613219663,1.8570465482797118,Non-OECD,1.803285362292394,17.27764909923809
MNG,0,6596,2.7093409317082853,0.663644590745212,4.082517916202623,Non-OECD,2.354119077126432,11.195733344851476
MNG,5,6266,2.833576257678847,0.684320358200143,4.140716001978289,Non-OECD,2.354119077126432,11.195733344851476
MNG,10,5936,2.9521143414780275,0.7067930479267953,4.176773314532922,Non-OECD,2.354119077126432,11.195733344851476
MNG,15,5606,3.0978632827886394,0.7351035511218275,4.21418625724369,Non-OECD,2.354119077126432,11.195733344851476
MNG,20,5277,3.2931171868329385,0.7632414852217294,4.314646478992497,Non-OECD,2.354119077126432,11.195733344851476
MNG,25,4947,3.419616435636561,0.7950698598109333,4.301026373267051,Non-OECD,2.354119077126432,11.195733344851476
MNG,30,4617,3.617715245914879,0.8314612062328413,4.351033119519685,Non-OECD,2.354119077126432,11.195733344851476
MYS,0,6608,5.277024768369886,0.6087198418963359,8.669053323332536,Non-OECD,2.4533543958604778,16.616832209678932
MYS,5,6277,5.359202757331564,0.6349139208120218,8.44083360225812,Non-OECD,2.4533543958604778,16.616832209678932
MYS,10,5947,5.443526748476385,0.6574258733277007,8.280061630253185,Non-OECD,2.4533543958604778,16.616832209678932
MYS,15,5616,5.353539177654599,0.6842913919272035,7.823478770611397,Non-OECD,2.4533543958604778,16.616832209678932
MYS,20,5286,5.339594342200369,0.7118273171838395,7.50124954929391,Non-OECD,2.4533543958604778,16.616832209678932
MYS,25,4956,5.427938312618736,0.7392015347675231,7.342974895643051,Non-OECD,2.4533543958604778,16.616832209678932
MYS,30,4625,5.3358211102096975,0.7716251534216875,6.915042992764792,Non-OECD,2.4533543958604778,16.616832209678932
NLD,0,4453,2.9498118432461666,1.5206967552517854,1.9397765090632808,OECD (other),1.7042317347207312,25.974395074725063
NLD,5,4230,2.7554345122558526,1.568140348614698,1.7571351407991098,OECD (other),1.7042317347207312,25.974395074725063
NLD,10,4007,2.6491003215818547,1.6151280676183868,1.6401797323032894,OECD (other),1.7042317347207312,25.974395074725063
NLD,15,3785,2.1912167929994624,1.6636364745668806,1.3171247604257623,OECD (other),1.7042317347207312,25.974395074725063
NLD,20,3562,0.6813429105178928,1.7096626531086645,0.39852476702290535,OECD (other),1.7042317347207312,25.974395074725063
NLD,25,3340,0.6817202585848604,1.763961738525571,0.3864711142514262,OECD (other),1.7042317347207312,25.974395074725063
NLD,30,3117,-0.3369961650281253,1.8119670448787004,-0.18598360603776048,OECD (other),1.7042317347207312,25.974395074725063
NZL,0,3949,4.480013273259962,1.5759192639984325,2.842793647875871,OECD (other),1.4824864382255367,14.68835429509994
NZL,5,3751,4.579789378307191,1.6547506533966896,2.767661320396704,OECD (other),1.4824864382255367,14.68835429509994
NZL,10,3554,4.427699313919722,1.719730187160997,2.5746476668117078,OECD (other),1.4824864382255367,14.68835429509994
NZL,15,3356,4.124728497673739,1.7838998888404027,2.312197295081932,OECD (other),1.4824864382255367,14.68835429509994
NZL,20,3159,4.661793682629212,1.8605287118636737,2.505628455450998,OECD (other),1.4824864382255367,14.68835429509994
NZL,25,2962,5.206751687146799,1.9131649553515804,2.7215382931734493,OECD (other),1.4824864382255367,14.68835429509994
NZL,30,2764,5.37499597746272,1.9849146298538376,2.707922999115844,OECD (other),1.4824864382255367,14.68835429509994
PAN,0,2956,1.2987313105690572,0.6695515065121581,1.939703365517667,Non-OECD,2.430084404667868,5.976636558925463
PAN,5,2808,1.1811821073732287,0.7007830143596981,1.6855176041223956,Non-OECD,2.430084404667868,5.976636558925463
PAN,10,2660,1.036361423736098,0.7272853844384897,1.4249721579875205,Non-OECD,2.430084404667868,5.976636558925463
PAN,15,2512,0.9283918103934241,0.7578055134968454,1.2251056423559379,Non-OECD,2.430084404667868,5.976636558925463
PAN,20,2365,0.5426844719977446,0.7895203903370723,0.6873596662475743,Non-OECD,2.430084404667868,5.976636558925463
PAN,25,2217,0.7154695569165653,0.8252344307088112,0.8669894641962933,Non-OECD,2.430084404667868,5.976636558925463
PAN,30,2069,0.44849249352135856,0.8618441798515625,0.5203869841049499,Non-OECD,2.430084404667868,5.976636558925463
PER,0,6053,3.4890916287896583,0.6339281363578861,5.503922966466787,Non-OECD,2.540551876515324,11.311927173595793
PER,5,5750,3.457491564934443,0.6558337114396274,5.271902777527045,Non-OECD,2.540551876515324,11.311927173595793
PER,10,5447,3.3505359625206785,0.6775285302667808,4.945232285939878,Non-OECD,2.540551876515324,11.311927173595793
PER,15,5145,3.330538227427287,0.7009371990492326,4.751550113112709,Non-OECD,2.540551876515324,11.311927173595793
PER,20,4842,3.1234872129039353,0.7259932334503216,4.30236408411053,Non-OECD,2.540551876515324,11.311927173595793
PER,25,4540,3.0637006581065935,0.7531289387449199,4.067963001411435,Non-OECD,2.540551876515324,11.311927173595793
PER,30,4237,2.8986994520215186,0.786743310176858,3.6844284718098184,Non-OECD,2.540551876515324,11.311927173595793
PHL,0,6765,2.2596630737646315,0.4624511861603678,4.88627371145077,Non-OECD,2.515598305723145,8.719569907779146
PHL,5,6426,2.1133910494836012,0.48098560847194655,4.393875850459805,Non-OECD,2.515598305723145,8.719569907779146
PHL,10,6088,2.2085192258328243,0.5001859029247877,4.4153967813141595,Non-OECD,2.515598305723145,8.719569907779146
PHL,15,5750,2.2629404791331167,0.5191227184515618,4.359162869779637,Non-OECD,2.515598305723145,8.719569907779146
PHL,20,5412,2.410844061037089,0.5429570793947984,4.440211118942057,Non-OECD,2.515598305723145,8.719569907779146
PHL,25,5074,2.592757288209377,0.5674367587564652,4.569244498525953,Non-OECD,2.515598305723145,8.719569907779146
PHL,30,4735,2.708345711737041,0.5905360538205872,4.586249551089852,Non-OECD,2.515598305723145,8.719569907779146
POL,0,5582,-2.9893452929121973,0.9108589705836085,-3.2818969669880445,OECD (other),1.815381395670944,9.036300534420832
POL,5,5302,-3.259574846871683,0.9385797979499338,-3.4728798275770654,OECD (other),1.815381395670944,9.036300534420832
POL,10,5023,-3.2242440837705635,0.9664215509763517,-3.3362708856328687,OECD (other),1.815381395670944,9.036300534420832
POL,15,4744,-3.1106848063517227,0.989238904976143,-3.144523320609536,OECD (other),1.815381395670944,9.036300534420832
POL,20,4465,-3.2917455385511887,1.0211847672433574,-3.2234573449789194,OECD (other),1.815381395670944,9.036300534420832
POL,25,4186,-3.836180000471269,1.0668390646176278,-3.5958375801004414,OECD (other),1.815381395670944,9.036300534420832
POL,30,3907,-3.9060545873305847,1.1125323255050192,-3.5109582865895455,OECD (other),1.815381395670944,9.036300534420832
PRT,0,6081,-0.2560791932757106,0.8654497969774148,-0.29589144762650327,OECD (other),1.7754893120686892,10.638600116362454
PRT,5,5777,-0.5255606491429095,0.8821570318170227,-0.5957676810220354,OECD (other),1.7754893120686892,10.638600116362454
PRT,10,5473,-0.7662238710359215,0.9170994677674157,-0.8354861146100266,OECD (other),1.7754893120686892,10.638600116362454
PRT,15,5169,-1.2852649617799665,0.9478314880890983,-1.3560057646651518,OECD (other),1.7754893120686892,10.638600116362454
PRT,20,4866,-1.7544552825564357,0.9811384342363214,-1.788183217918716,OECD (other),1.7754893120686892,10.638600116362454
PRT,25,4561,-1.6148952934825718,1.0113309861203583,-1.5968019527193478,OECD (other),1.7754893120686892,10.638600116362454
PRT,30,4257,-1.9491718965653788,1.0496506115678947,-1.8569720963186427,OECD (other),1.7754893120686892,10.638600116362454
PRY,0,4419,-1.8585361792119115,0.722932348571849,-2.5708300131864967,Non-OECD,2.3684620817440836,9.645513623089414
PRY,5,4199,-1.6374377735537706,0.7548222106583764,-2.169302586003071,Non-OECD,2.3684620817440836,9.645513623089414
PRY,10,3977,-1.6706488917068356,0.7783125254144996,-2.146501356658897,Non-OECD,2.3684620817440836,9.645513623089414
PRY,15,3756,-2.0022372271644135,0.8030639755209226,-2.4932474724266203,Non-OECD,2.3684620817440836,9.645513623089414
PRY,20,3535,-2.057862594777494,0.8338661629765093,-2.467857176782296,Non-OECD,2.3684620817440836,9.645513623089414
PRY,25,3314,-2.32101246813272,0.8639521158563642,-2.6865059133886056,Non-OECD,2.3684620817440836,9.645513623089414
PRY,30,3094,-2.3257430424063243,0.8995069082220685,-2.5855755204852184,Non-OECD,2.3684620817440836,9.645513623089414
PSE,0,6743,-4.844763638013789,0.5309918152810347,-9.12398929435406,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,5,6405,-5.131090843275244,0.5526701987268416,-9.28418223941779,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,10,6068,-5.17470976190395,0.5707934619065791,-9.065818211405663,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,15,5731,-5.142851225391423,0.5954092469029667,-8.637506474986857,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,20,5394,-5.14748810343961,0.6159979773588049,-8.35633929434368,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,25,5057,-5.077460186213104,0.641745410228081,-7.9119540323763875,Non-OECD,1.8270974280776553,-2.0352596883564047
PSE,30,4721,-5.055758761181905,0.6801007388438797,-7.433838066072854,Non-OECD,1.8270974280776553,-2.0352596883564047
QAT,0,5903,-2.4366568433132656,0.7806392847908739,-3.121360775439355,Non-OECD,1.977628505881774,11.920802506539983
QAT,5,5607,-2.4774587133763566,0.8152764655509946,-3.0387958171980305,Non-OECD,1.977628505881774,11.920802506539983
QAT,10,5312,-2.3029966337184242,0.8550207089752976,-2.6934980750097366,Non-OECD,1.977628505881774,11.920802506539983
QAT,15,5017,-2.3545567841146515,0.8879581084476657,-2.651653002224287,Non-OECD,1.977628505881774,11.920802506539983
QAT,20,4722,-2.300483038069258,0.9267094500141388,-2.482421041497051,Non-OECD,1.977628505881774,11.920802506539983
QAT,25,4427,-2.2793526270172233,0.9763406891207193,-2.334587355024588,Non-OECD,1.977628505881774,11.920802506539983
QAT,30,4132,-2.0382000460442513,1.0321016319310727,-1.9748055646717253,Non-OECD,1.977628505881774,11.920802506539983
QAZ,0,4228,6.663817392628844,0.7726056606165248,8.625121109404303,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,5,4016,6.894505167956401,0.7992123239189515,8.626625192851225,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,10,3805,7.025455748307552,0.8210332384443877,8.556846933040967,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,15,3593,6.968408910969347,0.846577123840568,8.231274758945265,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,20,3382,6.66882444601063,0.8737140812017705,7.632730877860912,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,25,3171,6.442820700653489,0.9013815776893417,7.147717304329007,Non-OECD,2.7596532139073857,10.6548102455273
QAZ,30,2960,6.27246583857792,0.939339735993885,6.6775263498687485,Non-OECD,2.7596532139073857,10.6548102455273
QUR,0,3320,4.9980186221759295,1.1492824168816989,4.348816747529167,Non-OECD,2.2212522073973653,13.831957370543762
QUR,5,3154,4.779393062636687,1.1776383215662523,4.0584557882594385,Non-OECD,2.2212522073973653,13.831957370543762
QUR,10,2988,4.551442702665044,1.2154163381333254,3.7447601779446975,Non-OECD,2.2212522073973653,13.831957370543762
QUR,15,2822,4.198213082398952,1.2562809326037296,3.3417788756037736,Non-OECD,2.2212522073973653,13.831957370543762
QUR,20,2656,4.211975509389498,1.3003023783072762,3.239227720918742,Non-OECD,2.2212522073973653,13.831957370543762
QUR,25,2490,4.371658331257195,1.3495414444292313,3.239365748494018,Non-OECD,2.2212522073973653,13.831957370543762
QUR,30,2324,5.382709880781083,1.3957138342200843,3.856599933888959,Non-OECD,2.2212522073973653,13.831957370543762
ROU,0,6884,5.365866446316458,0.7423070906305542,7.22863423244201,Non-OECD,2.074458692796566,13.02506092543672
ROU,5,6539,5.438386140434405,0.7668048820835461,7.0922685385848565,Non-OECD,2.074458692796566,13.02506092543672
ROU,10,6195,6.113324445263849,0.7971055361346424,7.6694040727766595,Non-OECD,2.074458692796566,13.02506092543672
ROU,15,5851,6.161355226893406,0.8264020739899114,7.455638630171955,Non-OECD,2.074458692796566,13.02506092543672
ROU,20,5507,6.5459822037066475,0.8536122839014938,7.668566077549616,Non-OECD,2.074458692796566,13.02506092543672
ROU,25,5163,6.499165604613336,0.8818327935989086,7.370065676611031,Non-OECD,2.074458692796566,13.02506092543672
ROU,30,4819,6.408519234238707,0.9068675195853486,7.066654275112758,Non-OECD,2.074458692796566,13.02506092543672
SAU,0,6154,-6.221611254263289,0.6466937935370807,-9.6206447571335,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,5,5846,-5.950261415618643,0.6672239333205165,-8.917937619543236,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,10,5538,-5.855756742971664,0.6963113572916456,-8.409681504762556,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,15,5231,-5.870198094844376,0.7291429553565391,-8.050819186717568,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,20,4923,-5.726494701985527,0.7546335092162759,-7.588444764310525,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,25,4615,-5.368364089113769,0.7912080837989286,-6.785021790143948,Non-OECD,1.619281628799731,-3.8262874938725417
SAU,30,4308,-5.092761205507668,0.8279349515562556,-6.15116102531351,Non-OECD,1.619281628799731,-3.8262874938725417
SGP,0,6524,5.955377674132837,0.9939179420651726,5.991820272163207,East Asia,2.397777620497072,14.009233885191406
SGP,5,6197,5.306087725364466,1.013829485463474,5.233708233430179,East Asia,2.397777620497072,14.009233885191406
SGP,10,5871,4.878259575016079,1.0356120071868469,4.7105088982769345,East Asia,2.397777620497072,14.009233885191406
SGP,15,5545,4.173435914404866,1.0680861502173509,3.9073963402255427,East Asia,2.397777620497072,14.009233885191406
SGP,20,5219,3.6311214621169854,1.0916518869565872,3.3262631664020454,East Asia,2.397777620497072,14.009233885191406
SGP,25,4893,3.35736790491329,1.1199773871540697,2.997710438997849,East Asia,2.397777620497072,14.009233885191406
SGP,30,4567,2.4570620405618837,1.155906644137554,2.1256578574259763,East Asia,2.397777620497072,14.009233885191406
SLV,0,5672,1.4668446647606759,0.4514526615892834,3.2491660578471953,Non-OECD,2.390112409890079,9.5876444699976
SLV,5,5388,1.6396202645235585,0.4685328651914124,3.4994775955657134,Non-OECD,2.390112409890079,9.5876444699976
SLV,10,5104,1.5329439915348617,0.4874217404405231,3.1450053708097103,Non-OECD,2.390112409890079,9.5876444699976
SLV,15,4821,1.6127669813609111,0.5097351085815462,3.1639315287675625,Non-OECD,2.390112409890079,9.5876444699976
SLV,20,4537,1.7257277368311743,0.5300699192666214,3.2556605725124075,Non-OECD,2.390112409890079,9.5876444699976
SLV,25,4254,1.5944749104135845,0.5527205897858307,2.884775671250848,Non-OECD,2.390112409890079,9.5876444699976
SLV,30,3970,1.1860948298182745,0.57828500670034,2.0510558220868655,Non-OECD,2.390112409890079,9.5876444699976
SRB,0,5875,-0.5204148171670987,0.9925481514805896,-0.524321985176027,Non-OECD,1.6670594788675626,6.641317935093923
SRB,5,5581,-0.40313987469933493,1.0200957594251816,-0.3951980693719402,Non-OECD,1.6670594788675626,6.641317935093923
SRB,10,5287,-0.2501636796894293,1.0470813857625285,-0.23891522004972865,Non-OECD,1.6670594788675626,6.641317935093923
SRB,15,4993,-0.42375628487133865,1.073548089520367,-0.3947250141916435,Non-OECD,1.6670594788675626,6.641317935093923
SRB,20,4700,-0.16927496788673232,1.1055330212295253,-0.15311615721660862,Non-OECD,1.6670594788675626,6.641317935093923
SRB,25,4406,-0.244827774243194,1.1417333037623936,-0.21443516926098632,Non-OECD,1.6670594788675626,6.641317935093923
SRB,30,4112,-0.2082145719903416,1.1765729448113122,-0.17696698951694245,Non-OECD,1.6670594788675626,6.641317935093923
SVK,0,5286,-7.9988507614212425,1.0542262749752536,-7.587413585958104,OECD (other),1.5714019999126323,-0.2975719966740371
SVK,5,5021,-8.1099959653852,1.0901579743166336,-7.439285091198785,OECD (other),1.5714019999126323,-0.2975719966740371
