input,East Asia,Nordic,EA_minus_Nordic,EA_minus_Nordic_pisa_pts
ST297Q06JA,-0.05799126802506751,-0.46470418186493245,0.40671291383986496,38.1115913101097
ST297Q05JA,-0.04292044364786508,-0.28670396447990176,0.2437835208320367,22.844069115907967
hwk_h,0.09491273634604688,-0.14492261064853612,0.239835346994583,22.47410007240337
ST297Q03JA,-0.14302100094644027,-0.3718696616335745,0.22884866068713422,21.444577566101223
ST297Q07JA,-0.023726077478234204,-0.2039717724333906,0.18024569495515638,16.89017001373684
ST297Q01JA,-0.3536148112222719,-0.5146369020304831,0.16102209080821117,15.088795826134405
study_h,0.017609728895806247,-0.03287870832766186,0.05048843722346811,4.731088243990599
EXERPRAC,-0.08363878510705107,-0.04291123960097297,-0.0407275455060781,-3.8164305006619186
